"Date","Site","EpisodeCase","SpecCollectedCase","FirstConfirmed"
2021-12-08,"Madison",194,204,141
2021-12-09,"Madison",165,171,180
2021-12-10,"Madison",140,149,244
2021-12-11,"Madison",86,74,NA
2021-12-12,"Madison",110,49,26
2021-12-13,"Madison",231,227,144
2021-12-14,"Madison",241,229,377
2021-12-15,"Madison",231,252,230
2021-12-16,"Madison",210,235,355
2021-12-17,"Madison",191,205,313
2021-12-18,"Madison",136,125,66
2021-12-19,"Madison",136,92,86
2021-12-20,"Madison",325,339,304
2021-12-21,"Madison",336,353,229
2021-12-22,"Madison",447,457,288
2021-12-23,"Madison",424,451,318
2021-12-24,"Madison",229,206,63
2021-12-25,"Madison",114,89,NA
2021-12-26,"Madison",274,254,162
2021-12-27,"Madison",724,762,545
2021-12-28,"Madison",882,857,359
2021-12-29,"Madison",1036,1000,375
2021-12-30,"Madison",880,863,237
2021-12-31,"Madison",638,611,NA
2022-01-01,"Madison",281,235,NA
2022-01-02,"Madison",435,364,104
2022-01-03,"Madison",1183,1281,401
2022-01-04,"Madison",1412,1449,511
2022-01-05,"Madison",1275,1243,452
2022-01-06,"Madison",1150,1134,491
2022-01-07,"Madison",1070,1069,397
2022-01-08,"Madison",638,615,68
2022-01-09,"Madison",554,520,294
2022-01-10,"Madison",1158,1273,444
2022-01-11,"Madison",1163,1209,433
2022-01-12,"Madison",1028,1045,673
2022-01-13,"Madison",936,914,1143
2022-01-14,"Madison",948,930,1053
2022-01-15,"Madison",406,365,535
2022-01-16,"Madison",305,244,7137
2022-01-17,"Madison",742,780,2106
2022-01-18,"Madison",959,1050,875
2022-01-19,"Madison",800,853,1924
2022-01-20,"Madison",657,663,891
2022-01-21,"Madison",542,555,614
2022-01-22,"Madison",258,221,475
2022-01-23,"Madison",182,154,420
2022-01-24,"Madison",674,693,428
2022-01-25,"Madison",534,555,560
2022-01-26,"Madison",443,462,600
2022-01-27,"Madison",442,434,539
2022-01-28,"Madison",364,375,356
2022-01-29,"Madison",229,226,323
2022-01-30,"Madison",147,118,263
2022-01-31,"Madison",374,415,240
2022-02-01,"Madison",350,411,369
2022-02-02,"Madison",287,314,415
2022-02-03,"Madison",49,51,315
NA,"Madison",NA,NA,250
