WWTP,date,population_served,n1_sars_cov2_conc,n2_sars_cov2_conc,average_flow_rate,geoMean,sars_cov2_adj_load_log10,n
Ashland Sewage Utility,2022-02-07,8000,264000,186240,0.564,221737.141679061,1.19402756191121,109
Ashland Sewage Utility,2022-02-14,8000,170640,170640,0.577,170640,1.09016666860516,109
Ashland Sewage Utility,2022-02-21,8000,48240,12500,0.582,24556.0583156173,0.251991653728021,109
Ashland Sewage Utility,2022-02-28,8000,95680,111680,0.553,103370.897258368,0.854033430274465,109
Ashland Sewage Utility,2022-03-07,8000,12500,12500,0.566,12500,-0.0533635427956158,109
Ashland Sewage Utility,2022-03-14,8000,12500,12500,0.574,12500,-0.0472680815859137,109
Ashland Sewage Utility,2022-03-21,8000,12500,12500,2.299,12500,0.555358997285392,109
Ashland Sewage Utility,2022-03-28,8000,12500,12500,1.46,12500,0.35817288180055,109
Ashland Sewage Utility,2022-04-04,8000,12500,12500,3.231,12500,0.703156984033757,109
Ashland Sewage Utility,2022-04-11,8000,12500,12500,4.135,12500,0.810295539904678,109
Ashland Sewage Utility,2022-04-18,8000,12500,12500,1.63,12500,0.406007630420071,109
Baraboo WWTF,2020-09-22,14000,10000,16500,1.7,12845.2325786651,0.193062857806989,120
Baraboo WWTF,2020-09-29,14000,31252,16500,1.62,22708.1042801904,0.419567858790115,120
Baraboo WWTF,2020-10-06,14000,37000,38000,1.64,37496.6665185053,0.642708472711362,120
Baraboo WWTF,2020-10-13,14000,311751,160846,1.66,223928.339756271,1.42408911253716,120
Baraboo WWTF,2020-10-20,14000,582567,484634,1.68,531349.014752074,1.80456112567751,120
Baraboo WWTF,2020-10-27,14000,58333,52439,2.05,55307.5418636554,0.908410182115105,120
Baraboo WWTF,2020-11-03,14000,110510,34784,1.71,61999.8374191417,0.879258625372457,120
Baraboo WWTF,2020-11-10,14000,446580,292133,1.78,361193.51480889,1.66203191063093,120
Baraboo WWTF,2020-11-17,14000,193322,182437,1.8,187800.654189489,1.38284157019004,120
Baraboo WWTF,2020-11-24,14000,880346,626293,2.6,742532.51604088,2.13956078877062,120
Baraboo WWTF,2020-12-01,14000,407216,306656,1.67,353376.894683283,1.62482658550824,120
Baraboo WWTF,2020-12-08,14000,114287,71685,1.68,90513.3337967396,1.03589380721743,120
Baraboo WWTF,2020-12-15,14000,96791,87530,1.62,92044.0993763316,1.02738293150413,120
Baraboo WWTF,2020-12-22,14000,80010,126038,1.6,100420.617305412,1.05981483371837,120
Baraboo WWTF,2020-12-29,14000,381816,281485,1.63,327834.526491643,1.58171425888508,120
Baraboo WWTF,2021-01-05,14000,70163,33000,1.78,48118.3852596905,0.786603011637355,120
Baraboo WWTF,2021-01-12,14000,98955,93819,1.76,96352.784832614,1.08324890348814,120
Baraboo WWTF,2021-01-19,14000,210660,249637,1.63,229321.89258769,1.42650508606435,120
Baraboo WWTF,2021-01-26,14000,231184,152713,1.7,187895.721590461,1.35823777697242,120
Baraboo WWTF,2021-02-02,14000,54461,33000,1.58,42393.5490375599,0.679828826959983,120
Baraboo WWTF,2021-02-09,14000,64079,33000,1.57,45984.8562028849,0.712386449491811,120
Baraboo WWTF,2021-02-15,14000,120930,89164,1.7,103839.311053184,1.10068268373498,120
Baraboo WWTF,2021-02-23,14000,152365,96395,1.61,121190.858463005,1.14416770219044,120
Baraboo WWTF,2021-03-02,14000,20000,33000,1.71,25690.4651573303,0.49664004248485,120
Baraboo WWTF,2021-03-09,14000,108789,75909,1.72,90873.8917456494,1.04783953868173,120
Baraboo WWTF,2021-03-16,14000,50959,33000,1.83,41007.8894848296,0.729190472481871,120
Baraboo WWTF,2021-03-23,14000,90293,33000,1.63,54586.3444462074,0.803143580049483,120
Baraboo WWTF,2021-03-30,14000,112452,90356,1.84,100800.361666018,1.12215187766773,120
Baraboo WWTF,2021-04-06,14000,210218,201048,1.6,205581.877761635,1.37097677551589,120
Baraboo WWTF,2021-04-13,14000,118323,33000,1.81,62487.2707037201,0.907342095316198,120
Baraboo WWTF,2021-04-20,14000,152876,116789,1.65,133619.740921766,1.19722653389111,120
Baraboo WWTF,2021-04-27,14000,20000,33000,1.77,25690.4651573303,0.511617198454503,120
Baraboo WWTF,2021-05-04,14000,20000,33000,1.73,25690.4651573303,0.501690035221492,120
Baraboo WWTF,2021-05-11,14000,110329,66226,1.76,85478.9351477895,1.03124373544639,120
Baraboo WWTF,2021-05-18,14000,32000,50000,1.74,40000,0.696481203932324,120
Baraboo WWTF,2021-05-25,14000,32000,50000,1.82,40000,0.716003343634799,120
Baraboo WWTF,2021-06-03,14000,32000,50000,1.86,40000,0.725444899867641,120
Baraboo WWTF,2021-06-08,14000,20000,33000,1.77,25690.4651573303,0.511617198454503,120
Baraboo WWTF,2021-06-15,14000,20000,33000,1.77,25690.4651573303,0.511617198454503,120
Baraboo WWTF,2021-06-22,14000,20000,33000,1.77,25690.4651573303,0.511617198454503,120
Baraboo WWTF,2021-06-24,14000,20000,33000,1.65,25690.4651573303,0.481127876306603,120
Baraboo WWTF,2021-06-29,14000,20000,33000,1.84,25690.4651573303,0.528461755102233,120
Baraboo WWTF,2021-07-01,14000,20000,33000,1.5,25690.4651573303,0.439735191148378,120
Baraboo WWTF,2021-07-06,14000,20000,33000,1.38,25690.4651573303,0.403523018493933,120
Baraboo WWTF,2021-07-08,14000,20000,33000,1.78,25690.4651573303,0.51406393440159,120
Baraboo WWTF,2021-07-13,14000,85797,33000,1.39,53209.9708701292,0.722879785745541,120
Baraboo WWTF,2021-07-15,14000,114499,101710,1.78,107915.213431657,1.13737464063401,120
Baraboo WWTF,2021-07-22,14000,50856,33000,1.43,40966.4252772926,0.621636070936968,120
Baraboo WWTF,2021-07-27,14000,222281,87088,1.49,139133.057639082,1.1704885621836,120
Baraboo WWTF,2021-07-29,14000,366406,274225,1.52,316982.153046508,1.53675036321737,120
Baraboo WWTF,2021-08-03,14000,101698,75138,1.46,87415.0120059478,0.95981084165933,120
Baraboo WWTF,2021-08-05,14000,40399,33000,1.37,36512.5594830053,0.553034808974186,120
Baraboo WWTF,2021-08-10,14000,113399,81802,1.71,96313.3687397549,1.0705546480995,120
Baraboo WWTF,2021-08-12,14000,117669,97029,1.57,106851.791753812,1.07855342579795,120
Baraboo WWTF,2021-08-17,14000,206011,237337,1.53,221119.950947444,1.38319132449095,120
Baraboo WWTF,2021-08-19,14000,494041,389802,1.47,438837.293175956,1.66349282666067,120
Baraboo WWTF,2021-08-24,14000,326257,241116,1.55,280474.210600547,1.49209659685863,120
Baraboo WWTF,2021-08-26,14000,319403,262833,1.44,289740.657656118,1.47424389796789,120
Baraboo WWTF,2021-08-31,14000,316504,332110,1.47,324213.114231982,1.53201987689704,120
Baraboo WWTF,2021-09-02,14000,178440,134998,1.37,155206.453216353,1.18150230599047,120
Baraboo WWTF,2021-09-07,14000,185795,119091,1.36,148749.831411669,1.15986735487728,120
Baraboo WWTF,2021-09-09,14000,223380,223550,1.38,223464.983834157,1.34296053112604,120
Baraboo WWTF,2021-09-14,14000,455399,328201,1.58,386603.682340197,1.6397950375761,120
Baraboo WWTF,2021-09-16,14000,335754,259741,1.36,295311.834700203,1.45769172447251,120
Baraboo WWTF,2021-09-21,14000,219181,178990,1.59,198068.693109234,1.35208492468365,120
Baraboo WWTF,2021-09-23,14000,1341804,1214344,1.36,1276484.09178336,2.09342627945955,120
Baraboo WWTF,2021-09-28,14000,468248,397234,1.4,431281.840600784,1.6347611722825,120
Baraboo WWTF,2021-09-30,14000,1040379,792111,1.32,907797.141474349,1.93243470640429,120
Baraboo WWTF,2021-10-05,14000,141130,150663,1.45,145818.617432754,1.17905294274812,120
Baraboo WWTF,2021-10-07,14000,1093721,875187,1.3,978371.30008346,1.95831902108385,120
Baraboo WWTF,2021-10-12,14000,237157,390349,1.54,304259.753817359,1.52463719469355,120
Baraboo WWTF,2021-10-19,14000,377914,483102,1.43,427283.289198162,1.63992390993063,120
Baraboo WWTF,2021-10-21,14000,216180,220414,1.33,218286.734640472,1.31675094957567,120
Baraboo WWTF,2021-10-26,14000,199030,255462,1.48,225487.476060202,1.37725610518129,120
Baraboo WWTF,2021-10-28,14000,217868,218626,1.32,218246.670920773,1.31339352333814,120
Baraboo WWTF,2021-11-02,14000,965748,937749,1.4,951645.533406215,1.97847521356066,120
Baraboo WWTF,2021-11-04,14000,893905,873290,1.3,883537.377505898,1.91404024342123,120
Baraboo WWTF,2021-11-11,14000,26500,43500,1.29,33952.1722427299,0.495329240066734,120
Baraboo WWTF,2021-11-16,14000,411119,287673,1.34,343900.910273584,1.51741008804703,120
Baraboo WWTF,2021-11-18,14000,651687,686398,1.27,668817.35430983,1.78298321882233,120
Baraboo WWTF,2021-11-23,14000,1350679,1209241,1.35,1278004.86096063,2.09073823850485,120
Baraboo WWTF,2021-11-30,14000,2361703,1897207,1.41,2116752.10251957,2.32876107679544,120
Baraboo WWTF,2021-12-02,14000,3920036,3421510,1.27,3662300.14804358,2.52142961980848,120
Baraboo WWTF,2021-12-07,14000,1434826,1944720,1.37,1670429.53120447,2.21342069067736,120
Baraboo WWTF,2021-12-09,14000,1339887,1541306,1.26,1437071.9788591,2.11172103069703,120
Baraboo WWTF,2021-12-14,14000,1794424,1259901,1.37,1503594.55706118,2.16772327639799,120
Baraboo WWTF,2021-12-16,14000,2208765,2360783,1.28,2283509.33061264,2.31968472448033,120
Baraboo WWTF,2021-12-21,14000,2860381,2261643,1.41,2543454.47491851,2.40851504561304,120
Baraboo WWTF,2021-12-28,14000,2145491,2430564,1.36,2283583.40923295,2.3460277517872,120
Baraboo WWTF,2021-12-30,14000,4594937,5071306,1.26,4827248.86221148,2.63794219829307,120
Baraboo WWTF,2022-01-04,14000,1562024,1789286,1.35,1671797.73742639,2.20738946594778,120
Baraboo WWTF,2022-01-06,14000,3385625,4103645,1.27,3727385.55868923,2.52908000353481,120
Baraboo WWTF,2022-01-11,14000,1000320,1040480,1.43,1020202.40815242,2.01789434612027,120
Baraboo WWTF,2022-01-13,14000,1380480,1363840,1.37,1372134.77588756,2.12798930287043,120
Baraboo WWTF,2022-01-18,14000,990240,990240,1.37,990240,1.98633299682691,120
Baraboo WWTF,2022-01-20,14000,983520,1014880,1.32,999076.962801165,1.9740448404427,120
Baraboo WWTF,2022-01-25,14000,175520,175520,1.36,175520,1.23173748292262,120
Baraboo WWTF,2022-01-27,14000,217440,147520,1.36,179099.829145647,1.24050604424097,120
Baraboo WWTF,2022-02-01,14000,515200,523360,1.46,519263.971405681,1.73361301067253,120
Baraboo WWTF,2022-02-03,14000,355520,347840,1.33,351659.034861896,1.52384538512233,120
Baraboo WWTF,2022-02-08,14000,65440,40960,1.42,51772.7959453611,0.720261928020339,120
Baraboo WWTF,2022-02-10,14000,122400,91840,1.33,106024.600918843,1.00313025172057,120
Baraboo WWTF,2022-02-15,14000,32160,12500,1.32,20049.9376557634,0.276558922069847,120
Baraboo WWTF,2022-02-17,14000,54560,77920,1.4,65202.1103952932,0.814261652759491,120
Baraboo WWTF,2022-02-22,14000,12500,12500,1.39,12500,0.0937967775839135,120
Baraboo WWTF,2022-02-24,14000,58240,58240,1.33,58240,0.742944971593829,120
Baraboo WWTF,2022-03-01,14000,71680,79680,1.58,75574.2178259226,0.93090271231104,120
Baraboo WWTF,2022-03-03,14000,105760,113280,1.45,109455.437507691,1.05447730780037,120
Baraboo WWTF,2022-03-08,14000,12500,12500,1.4,12500,0.0969100130080564,120
Baraboo WWTF,2022-03-10,14000,12500,12500,1.29,12500,0.0613716876290673,120
Baraboo WWTF,2022-03-15,14000,31680,31680,1.42,31680,0.506945481622274,120
Baraboo WWTF,2022-03-17,14000,86080,68800,1.38,76956.5071972475,0.879996399001911,120
Baraboo WWTF,2022-03-22,14000,37760,12500,1.51,21725.5609824004,0.369819910931975,120
Baraboo WWTF,2022-03-24,14000,149760,183040,1.65,165565.909534542,1.29032682778915,120
Baraboo WWTF,2022-03-29,14000,12500,12500,1.5,12500,0.1268732363855,120
Baraboo WWTF,2022-03-31,14000,12500,12500,1.41,12500,0.100001089985198,120
Baraboo WWTF,2022-04-05,14000,55840,12500,1.49,26419.6896272458,0.448985944045617,120
Baraboo WWTF,2022-04-07,14000,32320,12500,1.44,20099.7512422418,0.315425138972314,120
Baraboo WWTF,2022-04-12,14000,40000,12500,1.47,22360.6797749979,0.370674301237947,120
Baraboo WWTF,2022-04-14,14000,47680,31840,1.42,38963.2031537449,0.596814961603724,120
Beloit WWTF,2020-09-23,35000,10000,16500,3.8895,12845.2325786651,0.15456770358171,38
Beloit WWTF,2020-09-30,35000,10000,16500,4.2,12845.2325786651,0.187923218154578,38
Beloit WWTF,2020-10-07,35000,83918,16500,3.814,37210.8451933035,0.607982178896676,38
Beloit WWTF,2020-10-14,35000,213929,16500,3.7401,59412.3598252081,0.802691972496465,38
Beloit WWTF,2020-10-21,35000,933222,685368,3.8303,799750.270832089,1.94211914195884,38
Beloit WWTF,2020-10-28,35000,203704,167679,3.938,184815.808349827,1.31794678360792,38
Beloit WWTF,2020-11-04,35000,533667,533682,3.882,533674.499947299,1.77226393852804,38
Beloit WWTF,2020-11-11,35000,883765,529080,3.961,683799.960661011,1.88866586952965,38
Beloit WWTF,2020-11-18,35000,517173,136975,4.335,266157.418974185,1.51805963383075,38
Beloit WWTF,2020-12-02,35000,287812,182539,3.994,229209.325002278,1.41757229839186,38
Beloit WWTF,2020-12-09,35000,247585,386560,4.123,309364.603017217,1.56161591140549,38
Beloit WWTF,2020-12-16,35000,247075,336047,3.914,288147.206345993,1.50816719032375,38
Beloit WWTF,2021-01-06,35000,32000,50000,3.805,40000,0.638346608084278,38
Beloit WWTF,2021-01-13,35000,97639,90633,3.988,94070.8003952342,1.03014194449611,38
Beloit WWTF,2021-01-20,35000,217953,218019,3.718,217985.997502133,1.36466993834678,38
Beloit WWTF,2021-01-27,35000,154268,50000,3.727,87825.9642702544,0.970914275156287,38
Beloit WWTF,2021-02-03,35000,32000,50000,3.922,40000,0.651499536309452,38
Beloit WWTF,2021-02-10,35000,315648,50000,3.906,125628.022351703,1.14675071772336,38
Beloit WWTF,2021-02-17,35000,75524,33000,3.821,49922.8604949676,0.736408455060348,38
Beloit WWTF,2021-02-24,35000,32000,50000,4.207,40000,0.681964458994683,38
Beloit WWTF,2021-03-03,35000,32000,50000,4,40000,0.660051938305649,38
Beloit WWTF,2021-03-10,35000,32000,50000,4.337,40000,0.695181369126449,38
Beloit WWTF,2021-03-17,35000,32000,50000,4.239,40000,0.685255363545908,38
Beloit WWTF,2021-03-24,35000,107774,118277,4.437,112903.43395132,1.15572853553331,38
Beloit WWTF,2021-03-31,35000,32000,50000,4.184,40000,0.679583622836905,38
Beloit WWTF,2021-04-07,35000,97760,107717,4.3,102617.805082744,1.10062313241744,38
Beloit WWTF,2021-04-14,35000,32000,50000,4.238,40000,0.685152899352463,38
Beloit WWTF,2021-04-21,35000,32000,50000,4.2724,40000,0.688663853371879,38
Beloit WWTF,2021-04-28,35000,32000,50000,4.0841,40000,0.669088314309429,38
Beloit WWTF,2021-05-05,35000,105194,33000,4.0802,58918.6048714665,0.836865861834007,38
Beloit WWTF,2021-05-12,35000,32000,50000,3.9066,40000,0.649790892708227,38
Beloit WWTF,2021-05-19,35000,189767,134005,4.1395,159467.008609932,1.27555069009298,38
Beloit WWTF,2021-05-26,35000,32000,50000,4.0025,40000,0.660323287569024,38
Beloit WWTF,2021-06-02,35000,32000,50000,3.7896,40000,0.636585318697587,38
Beloit WWTF,2021-06-09,35000,32000,50000,3.9932,40000,0.65931300941875,38
Beloit WWTF,2021-06-16,35000,32000,50000,3.7986,40000,0.637615510882801,38
Beloit WWTF,2021-06-23,35000,32000,50000,3.8224,40000,0.640328079383489,38
Beloit WWTF,2021-06-30,35000,32000,50000,3.8244,40000,0.640555256499044,38
Berlin WWTF,2020-10-06,6000,60000,61000,0.617,60497.9338490167,0.793874456346803,61
Berlin WWTF,2020-10-13,6000,82806,16500,0.516,36963.4819788396,0.502271326480184,61
Berlin WWTF,2020-10-20,6000,105696,16500,0.51,41761.0344699458,0.550190173826906,61
Berlin WWTF,2020-10-27,6000,187395,165731,1.225,176230.419465539,1.5560657132543,61
Berlin WWTF,2020-11-03,6000,122274,83999,1.058,101345.417883593,1.25213853509189,61
Berlin WWTF,2020-11-10,6000,403553,410052,0.9,406789.521443215,1.78546101638898,61
Berlin WWTF,2020-11-17,6000,54048,37361,0.945,44936.4810371262,0.849879618064635,61
Berlin WWTF,2020-11-24,6000,361039,221671,0.915,282899.056500724,1.63490134272264,61
Berlin WWTF,2020-12-01,6000,71395,49789,0.855,59621.1846158729,0.929215465142545,61
Berlin WWTF,2020-12-08,6000,723301,291869,0.767,459466.146270865,1.76889763139979,61
Berlin WWTF,2020-12-15,6000,45178,79279,0.658,59847.0271776301,0.817117225501284,61
Berlin WWTF,2020-12-22,6000,98412,219575,0.656,146999.370406815,1.20606806367603,61
Berlin WWTF,2020-12-29,6000,20000,97798,0.602,44226.2365570484,0.647125225415692,61
Berlin WWTF,2021-01-05,6000,99587,132111,0.615,114701.95358842,1.07029468020189,61
Berlin WWTF,2021-01-12,6000,78499,81099,0.591,79788.4101922077,0.895376042210249,61
Berlin WWTF,2021-01-19,6000,20000,33000,0.598,25690.4651573303,0.408321901375702,61
Berlin WWTF,2021-01-26,6000,124834,79110,0.572,99376.1427104111,0.976526913985582,61
Berlin WWTF,2021-02-02,6000,108649,50000,0.573,73705.1558576468,0.847501240476804,61
Berlin WWTF,2021-02-09,6000,20000,33000,0.562,25690.4651573303,0.381357032956352,61
Berlin WWTF,2021-02-16,6000,20000,33000,0.593,25690.4651573303,0.404675410751553,61
Berlin WWTF,2021-02-23,6000,40405,33000,0.604,36515.2707781279,0.565360213727369,61
Berlin WWTF,2021-03-02,6000,62198,33000,0.652,45304.9003971976,0.692241525293976,61
Berlin WWTF,2021-03-09,6000,20000,33000,0.814,25690.4651573303,0.542245122276492,61
Berlin WWTF,2021-03-16,6000,135589,33000,1.511,66891.2326093637,1.22648241275617,61
Berlin WWTF,2021-03-23,6000,32000,50000,0.74,40000,0.693140460675295,61
Berlin WWTF,2021-03-30,6000,20000,33000,0.973,25690.4651573303,0.619733557655643,61
Berlin WWTF,2021-04-06,6000,20000,33000,0.82,25690.4651573303,0.545434569771007,61
Berlin WWTF,2021-04-13,6000,20000,33000,0.971,25690.4651573303,0.618839947295296,61
Berlin WWTF,2021-04-20,6000,44891,33000,0.774,38488.9984281223,0.695926320203941,61
Berlin WWTF,2021-04-27,6000,20000,33000,0.742,25690.4651573303,0.502024622666318,61
Berlin WWTF,2021-05-04,6000,20000,33000,0.853,25690.4651573303,0.562569748554814,61
Berlin WWTF,2021-05-11,6000,20000,33000,0.709,25690.4651573303,0.482266952570357,61
Berlin WWTF,2021-05-18,6000,32000,50000,0.633,40000,0.625312450961674,61
Berlin WWTF,2021-05-25,6000,32000,50000,0.632,40000,0.624625819226704,61
Berlin WWTF,2021-06-22,6000,20000,33000,0.557,25690.4651573303,0.37747591256102,61
Berlin WWTF,2021-06-29,6000,32000,50000,0.851,40000,0.753838301028907,61
Berlin WWTF,2021-07-06,6000,20000,33000,0.522,25690.4651573303,0.349291220389553,61
Berlin WWTF,2021-07-13,6000,20000,33000,0.637,25690.4651573303,0.435760149722641,61
Berlin WWTF,2021-07-20,6000,20000,33000,1.023,25690.4651573303,0.641496351099451,61
Berlin WWTF,2021-07-27,6000,20000,33000,0.469,25690.4651573303,0.302793560102374,61
Berlin WWTF,2021-08-03,6000,32000,50000,0.677,40000,0.654497409629463,61
Berlin WWTF,2021-08-10,6000,42698,33000,2.059,37537.101646238,1.10996583261669,61
Berlin WWTF,2021-08-17,6000,110051,132919,1.088,120945.72695635,1.34106817421168,61
Berlin WWTF,2021-08-24,6000,20000,33000,0.813,25690.4651573303,0.541711262981359,61
Berlin WWTF,2021-08-31,6000,379564,538387,0.816,452053.451781977,1.78872869814063,61
Berlin WWTF,2021-09-07,6000,215382,272113,0.611,242091.392176591,1.39186930776133,61
Berlin WWTF,2021-09-14,6000,364873,324212,0.627,343942.153677039,1.5556016968228,61
Berlin WWTF,2021-09-21,6000,706297,621817,0.696,662712.216311877,1.88578296559429,61
Berlin WWTF,2021-09-28,6000,107498,176962,0.731,137924.11346824,1.22540632770797,61
Berlin WWTF,2021-10-12,6000,1533615,1600656,0.56,1566776.9628891,2.1650439538948,61
Berlin WWTF,2021-10-19,6000,181626,351762,0.554,252762.981886193,1.36807198450991,61
Berlin WWTF,2021-10-26,6000,895007,944285,0.489,919315.878789766,1.87462237022862,61
Berlin WWTF,2021-11-02,6000,378520,524346,0.507,445505.833766518,1.57571010431702,61
Berlin WWTF,2021-11-09,6000,1466827,1367815,0.554,1416456.13169099,2.11656164310625,61
