"Date","Site","FirstConfirmed"
2022-01-14,"Oshkosh WWTP",219
2022-01-14,"Peshtigo WWTF",11
2022-01-14,"Platteville WWTF",17
2022-01-14,"Plymouth Utilities WWTF",49
2022-01-14,"Port Washington WWTP",29
2022-01-14,"Portage WWTF",16
2022-01-14,"Racine Wastewater Utility",255
2022-01-14,"Rhinelander WWTP",35
2022-01-14,"Rib Mountain MSD WWTF",95
2022-01-14,"River Falls Municipal Utility WWTF",25
2022-01-14,"Sheboygan WWTP",226
2022-01-14,"South Milwaukee WWTF",60
2022-01-14,"Sparta WWTF",26
2022-01-14,"Spencer WWTP",6
2022-01-14,"Spooner WWTP",3
2022-01-14,"Stevens Point WWTF",21
2022-01-14,"Sturgeon Bay Utilities WWTF",33
2022-01-14,"Sun Prairie WWTF",116
2022-01-14,"Superior WWTP",36
2022-01-14,"Viroqua WWTF",8
2022-01-14,"Washburn WWTP",1
2022-01-14,"Watertown WWTP",32
2022-01-14,"Waukesha WWTP",123
2022-01-14,"Waupaca WWTF",13
2022-01-14,"Wausau Water Works WWTF",80
2022-01-14,"Whitewater WWTF",13
2022-01-14,"Wisconsin Rapids WWTF",37
2021-01-15,"Algoma WWTF",4
2021-01-15,"Appleton WWTF",43
2021-01-15,"Baraboo WWTF",5
2021-01-15,"Beloit WWTF",16
2021-01-15,"Berlin WWTF",4
2021-01-15,"Black River Falls WWTF",1
2021-01-15,"Cedarburg WWTF",5
2021-01-15,"Chippewa Falls WWTF",1
2021-01-15,"Clintonville Wastewater Utility",1
2021-01-15,"Columbus WWTF",4
2021-01-15,"De Pere WWTF",28
2021-01-15,"Eau Claire WWTF",26
2021-01-15,"Fox River WPCC",11
2021-01-15,"Grafton Water & Wastewater Utility",4
2021-01-15,"Green Bay MSD",60
2021-01-15,"Hartford WPCF",7
2021-01-15,"Hayward WPCF",4
2021-01-15,"Heart of the Valley MSD",18
2021-01-15,"Hudson WWTF",1
2021-01-15,"Janesville WW Utility",12
2021-01-15,"Kenosha WWTF",48
2021-01-15,"La Crosse WWTP",14
2021-01-15,"Lake Geneva WWTP",1
2021-01-15,"Lodi WWTF",2
2021-01-15,"Madison MSD WWTF",115
2021-01-15,"Manitowoc WWTF",10
2021-01-15,"Marinette Wastewater Utility",5
2021-01-15,"Marshfield WWTF",11
2021-01-15,"Mauston WWTF",4
2021-01-15,"Menomonie WWTF",6
2021-01-15,"Merrill WWTP",5
2021-01-15,"Milwaukee MSD Jones Island",151
2021-01-15,"Milwaukee MSD South Shore",204
2021-01-15,"Monroe WWTF",3
2021-01-15,"New Richmond WWTF",2
2021-01-15,"Oconomowoc WWTP",12
2021-01-15,"Oshkosh WWTP",10
2021-01-15,"Platteville WWTF",1
2021-01-15,"Port Washington WWTP",7
2021-01-15,"Portage WWTF",1
2021-01-15,"Racine Wastewater Utility",38
2021-01-15,"Rhinelander WWTP",1
2021-01-15,"Rib Mountain MSD WWTF",15
2021-01-15,"River Falls Municipal Utility WWTF",5
2021-01-15,"Sheboygan WWTP",16
2021-01-15,"South Milwaukee WWTF",4
2021-01-15,"Sparta WWTF",4
2021-01-15,"Spooner WWTP",2
2021-01-15,"Sturgeon Bay Utilities WWTF",1
2021-01-15,"Sun Prairie WWTF",14
2021-01-15,"Superior WWTP",5
2021-01-15,"Watertown WWTP",14
2021-01-15,"Waukesha WWTP",30
2021-01-15,"Waupaca WWTF",1
2021-01-15,"Wausau Water Works WWTF",12
2021-01-15,"Wisconsin Rapids WWTF",6
2022-01-15,"Algoma WWTF",5
2022-01-15,"Appleton WWTF",138
2022-01-15,"Ashland Sewage Utility",10
2022-01-15,"Baraboo WWTF",30
2022-01-15,"Beloit WWTF",146
2022-01-15,"Berlin WWTF",5
2022-01-15,"Black River Falls WWTF",11
2022-01-15,"Burlington WPCC",16
2022-01-15,"Cedarburg WWTF",66
2022-01-15,"Chippewa Falls WWTF",24
2022-01-15,"Clintonville Wastewater Utility",3
2022-01-15,"Columbus WWTF",14
2022-01-15,"De Pere WWTF",94
2022-01-15,"Eau Claire WWTF",145
2022-01-15,"Fox River WPCC",213
2022-01-15,"Grafton Water & Wastewater Utility",26
2022-01-15,"Green Bay MSD",372
2022-01-15,"Hartford WPCF",41
2022-01-15,"Hayward WPCF",3
2022-01-15,"Heart of the Valley MSD",95
2022-01-15,"Hudson WWTF",38
2022-01-15,"Janesville WW Utility",126
2022-01-15,"Kenosha WWTF",186
2022-01-15,"La Crosse WWTP",98
2022-01-15,"Lac du Flambeau Tribal Water & Sewer",4
2022-01-15,"Lake Geneva WWTP",30
2022-01-15,"Lodi WWTF",8
2022-01-15,"Madison MSD WWTF",538
2022-01-15,"Manitowoc WWTF",43
2022-01-15,"Marinette Wastewater Utility",13
2022-01-15,"Marshfield WWTF",37
2022-01-15,"Mauston WWTF",8
2022-01-15,"Menomonie WWTF",33
2022-01-15,"Merrill WWTP",21
2022-01-15,"Milwaukee MSD Jones Island",903
2022-01-15,"Milwaukee MSD South Shore",1807
2022-01-15,"Monroe WWTF",11
2022-01-15,"New Richmond WWTF",25
2022-01-15,"Oconomowoc WWTP",174
2022-01-15,"Oshkosh WWTP",198
2022-01-15,"Peshtigo WWTF",8
2022-01-15,"Platteville WWTF",6
2022-01-15,"Plymouth Utilities WWTF",31
2022-01-15,"Port Washington WWTP",32
2022-01-15,"Portage WWTF",17
2022-01-15,"Racine Wastewater Utility",149
2022-01-15,"Red Cliff WWTP",3
2022-01-15,"Rhinelander WWTP",19
2022-01-15,"Rib Lake WWTF",4
2022-01-15,"Rib Mountain MSD WWTF",86
2022-01-15,"River Falls Municipal Utility WWTF",15
2022-01-15,"Sheboygan WWTP",97
2022-01-15,"South Milwaukee WWTF",44
2022-01-15,"Sparta WWTF",23
2022-01-15,"Spencer WWTP",3
2022-01-15,"Spooner WWTP",5
2022-01-15,"Stevens Point WWTF",30
2022-01-15,"Sturgeon Bay Utilities WWTF",32
2022-01-15,"Sun Prairie WWTF",89
2022-01-15,"Superior WWTP",28
2022-01-15,"Viroqua WWTF",21
2022-01-15,"Washburn WWTP",1
2022-01-15,"Watertown WWTP",49
2022-01-15,"Waukesha WWTP",384
2022-01-15,"Waupaca WWTF",12
2022-01-15,"Wausau Water Works WWTF",111
2022-01-15,"Whitewater WWTF",18
2022-01-15,"Wisconsin Rapids WWTF",63
2021-01-16,"Appleton WWTF",35
2021-01-16,"Ashland Sewage Utility",2
2021-01-16,"Beloit WWTF",15
2021-01-16,"Burlington WPCC",5
2021-01-16,"Cedarburg WWTF",5
2021-01-16,"Chippewa Falls WWTF",7
2021-01-16,"Clintonville Wastewater Utility",10
2021-01-16,"Columbus WWTF",4
2021-01-16,"De Pere WWTF",18
2021-01-16,"Eau Claire WWTF",31
2021-01-16,"Fox River WPCC",8
2021-01-16,"Grafton Water & Wastewater Utility",2
2021-01-16,"Green Bay MSD",28
2021-01-16,"Hartford WPCF",5
2021-01-16,"Hayward WPCF",1
2021-01-16,"Heart of the Valley MSD",5
2021-01-16,"Hudson WWTF",3
2021-01-16,"Janesville WW Utility",18
2021-01-16,"Kenosha WWTF",18
2021-01-16,"La Crosse WWTP",9
2021-01-16,"Lake Geneva WWTP",2
2021-01-16,"Lodi WWTF",2
2021-01-16,"Madison MSD WWTF",93
2021-01-16,"Manitowoc WWTF",17
2021-01-16,"Marinette Wastewater Utility",3
2021-01-16,"Marshfield WWTF",13
2021-01-16,"Menomonie WWTF",5
2021-01-16,"Merrill WWTP",2
2021-01-16,"Milwaukee MSD Jones Island",142
2021-01-16,"Milwaukee MSD South Shore",207
2021-01-16,"Monroe WWTF",2
2021-01-16,"Oconomowoc WWTP",5
2021-01-16,"Oshkosh WWTP",16
2021-01-16,"Peshtigo WWTF",1
2021-01-16,"Platteville WWTF",3
2021-01-16,"Plymouth Utilities WWTF",3
2021-01-16,"Port Washington WWTP",1
2021-01-16,"Portage WWTF",10
2021-01-16,"Racine Wastewater Utility",54
2021-01-16,"Rhinelander WWTP",2
2021-01-16,"Rib Mountain MSD WWTF",7
2021-01-16,"River Falls Municipal Utility WWTF",2
2021-01-16,"Sheboygan WWTP",16
2021-01-16,"South Milwaukee WWTF",15
2021-01-16,"Sparta WWTF",5
2021-01-16,"Spooner WWTP",2
2021-01-16,"Stevens Point WWTF",5
2021-01-16,"Sturgeon Bay Utilities WWTF",1
2021-01-16,"Sun Prairie WWTF",13
2021-01-16,"Superior WWTP",2
2021-01-16,"Viroqua WWTF",2
2021-01-16,"Watertown WWTP",8
2021-01-16,"Waukesha WWTP",16
2021-01-16,"Waupaca WWTF",4
2021-01-16,"Wausau Water Works WWTF",18
2021-01-16,"Whitewater WWTF",2
2021-01-16,"Wisconsin Rapids WWTF",6
2022-01-16,"Algoma WWTF",4
2022-01-16,"Appleton WWTF",119
2022-01-16,"Ashland Sewage Utility",4
2022-01-16,"Baraboo WWTF",46
2022-01-16,"Beloit WWTF",153
2022-01-16,"Berlin WWTF",10
2022-01-16,"Black River Falls WWTF",8
2022-01-16,"Burlington WPCC",8
2022-01-16,"Cedarburg WWTF",19
2022-01-16,"Chippewa Falls WWTF",29
2022-01-16,"Clintonville Wastewater Utility",5
2022-01-16,"Columbus WWTF",16
2022-01-16,"De Pere WWTF",182
2022-01-16,"Eau Claire WWTF",173
2022-01-16,"Fox River WPCC",485
2022-01-16,"Grafton Water & Wastewater Utility",24
2022-01-16,"Green Bay MSD",857
2022-01-16,"Hartford WPCF",16
2022-01-16,"Hayward WPCF",4
2022-01-16,"Heart of the Valley MSD",56
2022-01-16,"Hudson WWTF",27
2022-01-16,"Janesville WW Utility",170
2022-01-16,"Kenosha WWTF",686
2022-01-16,"La Crosse WWTP",87
2022-01-16,"Lac du Flambeau Tribal Water & Sewer",7
2022-01-16,"Lake Geneva WWTP",9
2022-01-16,"Lodi WWTF",15
2022-01-16,"Madison MSD WWTF",7195
2022-01-16,"Manitowoc WWTF",62
2022-01-16,"Marinette Wastewater Utility",8
2022-01-16,"Marshfield WWTF",33
2022-01-16,"Mauston WWTF",8
2022-01-16,"Menomonie WWTF",20
2022-01-16,"Merrill WWTP",7
2022-01-16,"Milwaukee MSD Jones Island",5560
2022-01-16,"Milwaukee MSD South Shore",5629
2022-01-16,"Monroe WWTF",25
2022-01-16,"New Richmond WWTF",23
2022-01-16,"Oconomowoc WWTP",394
2022-01-16,"Oshkosh WWTP",108
2022-01-16,"Peshtigo WWTF",8
2022-01-16,"Platteville WWTF",4
2022-01-16,"Plymouth Utilities WWTF",17
2022-01-16,"Port Washington WWTP",6
2022-01-16,"Portage WWTF",9
2022-01-16,"Racine Wastewater Utility",324
2022-01-16,"Rhinelander WWTP",7
2022-01-16,"Rib Mountain MSD WWTF",62
2022-01-16,"River Falls Municipal Utility WWTF",9
2022-01-16,"Sheboygan WWTP",133
2022-01-16,"South Milwaukee WWTF",12
2022-01-16,"Sparta WWTF",17
2022-01-16,"Spencer WWTP",1
2022-01-16,"Spooner WWTP",5
2022-01-16,"Stevens Point WWTF",16
2022-01-16,"Sturgeon Bay Utilities WWTF",29
2022-01-16,"Sun Prairie WWTF",741
2022-01-16,"Superior WWTP",27
2022-01-16,"Viroqua WWTF",4
2022-01-16,"Washburn WWTP",1
2022-01-16,"Watertown WWTP",22
2022-01-16,"Waukesha WWTP",1001
2022-01-16,"Waupaca WWTF",8
2022-01-16,"Wausau Water Works WWTF",65
2022-01-16,"Whitewater WWTF",13
2022-01-16,"Wisconsin Rapids WWTF",24
2021-01-17,"Appleton WWTF",18
2021-01-17,"Ashland Sewage Utility",3
2021-01-17,"Baraboo WWTF",2
2021-01-17,"Beloit WWTF",7
2021-01-17,"Chippewa Falls WWTF",7
2021-01-17,"Clintonville Wastewater Utility",2
2021-01-17,"Columbus WWTF",1
2021-01-17,"Eau Claire WWTF",13
2021-01-17,"Fox River WPCC",8
2021-01-17,"Grafton Water & Wastewater Utility",1
2021-01-17,"Hartford WPCF",1
2021-01-17,"Heart of the Valley MSD",13
2021-01-17,"Hudson WWTF",2
2021-01-17,"Janesville WW Utility",18
2021-01-17,"Kenosha WWTF",9
2021-01-17,"La Crosse WWTP",17
2021-01-17,"Lake Geneva WWTP",1
2021-01-17,"Lodi WWTF",1
2021-01-17,"Madison MSD WWTF",62
2021-01-17,"Manitowoc WWTF",8
2021-01-17,"Marinette Wastewater Utility",1
2021-01-17,"Menomonie WWTF",3
2021-01-17,"Merrill WWTP",1
2021-01-17,"Milwaukee MSD Jones Island",47
2021-01-17,"Milwaukee MSD South Shore",112
2021-01-17,"Monroe WWTF",2
2021-01-17,"New Richmond WWTF",4
2021-01-17,"Oconomowoc WWTP",6
2021-01-17,"Oshkosh WWTP",13
2021-01-17,"Platteville WWTF",1
2021-01-17,"Plymouth Utilities WWTF",2
2021-01-17,"Port Washington WWTP",3
2021-01-17,"Portage WWTF",1
2021-01-17,"Racine Wastewater Utility",10
2021-01-17,"Rib Mountain MSD WWTF",3
2021-01-17,"River Falls Municipal Utility WWTF",3
2021-01-17,"Sheboygan WWTP",10
2021-01-17,"Stevens Point WWTF",1
2021-01-17,"Sun Prairie WWTF",7
2021-01-17,"Superior WWTP",7
2021-01-17,"Viroqua WWTF",1
2021-01-17,"Washburn WWTP",1
2021-01-17,"Watertown WWTP",6
2021-01-17,"Waukesha WWTP",20
2021-01-17,"Waupaca WWTF",1
2021-01-17,"Wausau Water Works WWTF",5
2021-01-17,"Whitewater WWTF",1
2021-01-17,"Wisconsin Rapids WWTF",1
2022-01-17,"Algoma WWTF",5
2022-01-17,"Appleton WWTF",88
2022-01-17,"Ashland Sewage Utility",8
2022-01-17,"Baraboo WWTF",27
2022-01-17,"Beloit WWTF",69
2022-01-17,"Berlin WWTF",19
2022-01-17,"Black River Falls WWTF",13
2022-01-17,"Burlington WPCC",23
2022-01-17,"Cedarburg WWTF",8
2022-01-17,"Chippewa Falls WWTF",14
2022-01-17,"Clintonville Wastewater Utility",5
2022-01-17,"Columbus WWTF",11
2022-01-17,"De Pere WWTF",108
2022-01-17,"Eau Claire WWTF",131
2022-01-17,"Fox River WPCC",81
2022-01-17,"Grafton Water & Wastewater Utility",9
2022-01-17,"Green Bay MSD",505
2022-01-17,"Hartford WPCF",19
2022-01-17,"Hayward WPCF",2
2022-01-17,"Heart of the Valley MSD",59
2022-01-17,"Hudson WWTF",59
2022-01-17,"Janesville WW Utility",134
2022-01-17,"Kenosha WWTF",476
2022-01-17,"La Crosse WWTP",89
2022-01-17,"Lake Geneva WWTP",11
2022-01-17,"Lodi WWTF",4
2022-01-17,"Madison MSD WWTF",2112
2022-01-17,"Manitowoc WWTF",25
2022-01-17,"Marinette Wastewater Utility",20
2022-01-17,"Marshfield WWTF",19
2022-01-17,"Mauston WWTF",7
2022-01-17,"Menomonie WWTF",10
2022-01-17,"Merrill WWTP",7
2022-01-17,"Milwaukee MSD Jones Island",1578
2022-01-17,"Milwaukee MSD South Shore",1621
2022-01-17,"Monroe WWTF",26
2022-01-17,"New Richmond WWTF",25
2022-01-17,"Oconomowoc WWTP",83
2022-01-17,"Oshkosh WWTP",90
2022-01-17,"Peshtigo WWTF",1
2022-01-17,"Platteville WWTF",21
2022-01-17,"Plymouth Utilities WWTF",5
2022-01-17,"Port Washington WWTP",6
2022-01-17,"Portage WWTF",23
2022-01-17,"Racine Wastewater Utility",162
2022-01-17,"Red Cliff WWTP",1
2022-01-17,"Rhinelander WWTP",12
2022-01-17,"Rib Lake WWTF",1
2022-01-17,"Rib Mountain MSD WWTF",77
2022-01-17,"River Falls Municipal Utility WWTF",11
2022-01-17,"Sheboygan WWTP",91
2022-01-17,"South Milwaukee WWTF",43
2022-01-17,"Sparta WWTF",11
2022-01-17,"Spencer WWTP",2
2022-01-17,"Spooner WWTP",3
2022-01-17,"Stevens Point WWTF",24
2022-01-17,"Sturgeon Bay Utilities WWTF",29
2022-01-17,"Sun Prairie WWTF",200
2022-01-17,"Superior WWTP",30
2022-01-17,"Viroqua WWTF",3
2022-01-17,"Washburn WWTP",1
2022-01-17,"Watertown WWTP",36
2022-01-17,"Waukesha WWTP",190
2022-01-17,"Waupaca WWTF",5
2022-01-17,"Wausau Water Works WWTF",70
2022-01-17,"Whitewater WWTF",17
2022-01-17,"Wisconsin Rapids WWTF",20
2021-01-18,"Algoma WWTF",4
2021-01-18,"Appleton WWTF",19
2021-01-18,"Ashland Sewage Utility",3
2021-01-18,"Baraboo WWTF",1
2021-01-18,"Beloit WWTF",12
2021-01-18,"Black River Falls WWTF",1
2021-01-18,"Burlington WPCC",6
2021-01-18,"Cedarburg WWTF",10
2021-01-18,"Chippewa Falls WWTF",2
2021-01-18,"De Pere WWTF",28
2021-01-18,"Eau Claire WWTF",7
2021-01-18,"Fox River WPCC",16
2021-01-18,"Grafton Water & Wastewater Utility",6
2021-01-18,"Green Bay MSD",79
2021-01-18,"Hartford WPCF",7
2021-01-18,"Hayward WPCF",1
2021-01-18,"Heart of the Valley MSD",11
2021-01-18,"Hudson WWTF",1
2021-01-18,"Janesville WW Utility",15
2021-01-18,"Kenosha WWTF",53
2021-01-18,"La Crosse WWTP",6
2021-01-18,"Lac du Flambeau Tribal Water & Sewer",1
2021-01-18,"Lake Geneva WWTP",2
2021-01-18,"Lodi WWTF",1
2021-01-18,"Madison MSD WWTF",38
2021-01-18,"Manitowoc WWTF",6
2021-01-18,"Marinette Wastewater Utility",1
2021-01-18,"Mauston WWTF",2
2021-01-18,"Menomonie WWTF",3
2021-01-18,"Merrill WWTP",4
2021-01-18,"Milwaukee MSD Jones Island",91
2021-01-18,"Milwaukee MSD South Shore",180
2021-01-18,"Monroe WWTF",1
2021-01-18,"New Richmond WWTF",6
2021-01-18,"Oconomowoc WWTP",7
2021-01-18,"Oshkosh WWTP",10
2021-01-18,"Peshtigo WWTF",1
2021-01-18,"Plymouth Utilities WWTF",2
2021-01-18,"Port Washington WWTP",2
2021-01-18,"Portage WWTF",5
2021-01-18,"Racine Wastewater Utility",48
2021-01-18,"Rib Mountain MSD WWTF",17
2021-01-18,"River Falls Municipal Utility WWTF",2
2021-01-18,"Sheboygan WWTP",8
2021-01-18,"South Milwaukee WWTF",8
2021-01-18,"Sparta WWTF",2
2021-01-18,"Spencer WWTP",1
2021-01-18,"Spooner WWTP",1
2021-01-18,"Stevens Point WWTF",4
2021-01-18,"Sturgeon Bay Utilities WWTF",3
2021-01-18,"Sun Prairie WWTF",1
2021-01-18,"Superior WWTP",30
2021-01-18,"Watertown WWTP",10
2021-01-18,"Waukesha WWTP",22
2021-01-18,"Wausau Water Works WWTF",22
2022-01-18,"Algoma WWTF",2
2022-01-18,"Appleton WWTF",168
2022-01-18,"Ashland Sewage Utility",4
2022-01-18,"Baraboo WWTF",42
2022-01-18,"Beloit WWTF",68
2022-01-18,"Berlin WWTF",17
2022-01-18,"Black River Falls WWTF",13
2022-01-18,"Burlington WPCC",27
2022-01-18,"Cedarburg WWTF",25
2022-01-18,"Chippewa Falls WWTF",49
2022-01-18,"Clintonville Wastewater Utility",3
2022-01-18,"Columbus WWTF",18
2022-01-18,"De Pere WWTF",123
2022-01-18,"Eau Claire WWTF",241
2022-01-18,"Fox River WPCC",47
2022-01-18,"Grafton Water & Wastewater Utility",25
2022-01-18,"Green Bay MSD",420
2022-01-18,"Hartford WPCF",25
2022-01-18,"Hayward WPCF",3
2022-01-18,"Heart of the Valley MSD",121
2022-01-18,"Hudson WWTF",53
2022-01-18,"Janesville WW Utility",125
2022-01-18,"Kenosha WWTF",163
2022-01-18,"La Crosse WWTP",145
2022-01-18,"Lake Geneva WWTP",17
2022-01-18,"Lodi WWTF",11
2022-01-18,"Madison MSD WWTF",884
2022-01-18,"Manitowoc WWTF",88
2022-01-18,"Marinette Wastewater Utility",20
2022-01-18,"Marshfield WWTF",35
2022-01-18,"Mauston WWTF",14
2022-01-18,"Menomonie WWTF",40
2022-01-18,"Merrill WWTP",12
2022-01-18,"Milwaukee MSD Jones Island",529
2022-01-18,"Milwaukee MSD South Shore",946
2022-01-18,"Monroe WWTF",26
2022-01-18,"New Richmond WWTF",24
2022-01-18,"Oconomowoc WWTP",51
2022-01-18,"Oshkosh WWTP",297
2022-01-18,"Peshtigo WWTF",16
2022-01-18,"Platteville WWTF",18
2022-01-18,"Plymouth Utilities WWTF",12
2022-01-18,"Port Washington WWTP",41
2022-01-18,"Portage WWTF",18
2022-01-18,"Racine Wastewater Utility",156
2022-01-18,"Rhinelander WWTP",27
2022-01-18,"Rib Mountain MSD WWTF",126
2022-01-18,"River Falls Municipal Utility WWTF",25
2022-01-18,"Sheboygan WWTP",121
2022-01-18,"South Milwaukee WWTF",26
2022-01-18,"Sparta WWTF",30
2022-01-18,"Spencer WWTP",5
2022-01-18,"Spooner WWTP",1
2022-01-18,"Stevens Point WWTF",40
2022-01-18,"Sturgeon Bay Utilities WWTF",22
2022-01-18,"Sun Prairie WWTF",103
2022-01-18,"Superior WWTP",52
2022-01-18,"Viroqua WWTF",7
2022-01-18,"Washburn WWTP",1
2022-01-18,"Watertown WWTP",43
2022-01-18,"Waukesha WWTP",115
2022-01-18,"Waupaca WWTF",12
2022-01-18,"Wausau Water Works WWTF",122
2022-01-18,"Whitewater WWTF",27
2022-01-18,"Wisconsin Rapids WWTF",66
2021-01-19,"Algoma WWTF",3
2021-01-19,"Appleton WWTF",11
2021-01-19,"Ashland Sewage Utility",1
2021-01-19,"Baraboo WWTF",3
2021-01-19,"Beloit WWTF",11
2021-01-19,"Berlin WWTF",1
2021-01-19,"Black River Falls WWTF",2
2021-01-19,"Burlington WPCC",4
2021-01-19,"Cedarburg WWTF",6
2021-01-19,"Chippewa Falls WWTF",6
2021-01-19,"De Pere WWTF",9
2021-01-19,"Eau Claire WWTF",34
2021-01-19,"Fox River WPCC",5
2021-01-19,"Grafton Water & Wastewater Utility",1
2021-01-19,"Green Bay MSD",40
2021-01-19,"Hartford WPCF",5
2021-01-19,"Hayward WPCF",5
2021-01-19,"Heart of the Valley MSD",8
2021-01-19,"Janesville WW Utility",10
2021-01-19,"Kenosha WWTF",38
2021-01-19,"La Crosse WWTP",14
2021-01-19,"Lodi WWTF",3
2021-01-19,"Madison MSD WWTF",51
2021-01-19,"Manitowoc WWTF",2
2021-01-19,"Marinette Wastewater Utility",2
2021-01-19,"Marshfield WWTF",9
2021-01-19,"Menomonie WWTF",3
2021-01-19,"Merrill WWTP",3
2021-01-19,"Milwaukee MSD Jones Island",139
2021-01-19,"Milwaukee MSD South Shore",232
2021-01-19,"Monroe WWTF",9
2021-01-19,"New Richmond WWTF",1
2021-01-19,"Oconomowoc WWTP",7
2021-01-19,"Oshkosh WWTP",15
2021-01-19,"Platteville WWTF",1
2021-01-19,"Port Washington WWTP",3
2021-01-19,"Portage WWTF",3
2021-01-19,"Racine Wastewater Utility",23
2021-01-19,"Rhinelander WWTP",3
2021-01-19,"Rib Mountain MSD WWTF",12
2021-01-19,"River Falls Municipal Utility WWTF",4
2021-01-19,"Sheboygan WWTP",26
2021-01-19,"South Milwaukee WWTF",6
2021-01-19,"Sparta WWTF",2
2021-01-19,"Spooner WWTP",3
2021-01-19,"Stevens Point WWTF",3
2021-01-19,"Sturgeon Bay Utilities WWTF",5
2021-01-19,"Sun Prairie WWTF",1
2021-01-19,"Superior WWTP",4
2021-01-19,"Viroqua WWTF",4
2021-01-19,"Watertown WWTP",3
2021-01-19,"Waukesha WWTP",12
2021-01-19,"Wausau Water Works WWTF",6
2021-01-19,"Whitewater WWTF",1
2021-01-19,"Wisconsin Rapids WWTF",7
2022-01-19,"Algoma WWTF",5
2022-01-19,"Appleton WWTF",130
2022-01-19,"Ashland Sewage Utility",4
2022-01-19,"Baraboo WWTF",32
2022-01-19,"Beloit WWTF",133
2022-01-19,"Berlin WWTF",10
2022-01-19,"Black River Falls WWTF",19
2022-01-19,"Burlington WPCC",32
2022-01-19,"Cedarburg WWTF",20
2022-01-19,"Chippewa Falls WWTF",46
2022-01-19,"Clintonville Wastewater Utility",13
2022-01-19,"Columbus WWTF",27
2022-01-19,"De Pere WWTF",87
2022-01-19,"Eau Claire WWTF",202
2022-01-19,"Fox River WPCC",66
2022-01-19,"Grafton Water & Wastewater Utility",26
2022-01-19,"Green Bay MSD",345
2022-01-19,"Hartford WPCF",17
2022-01-19,"Hayward WPCF",8
2022-01-19,"Heart of the Valley MSD",119
2022-01-19,"Hudson WWTF",37
2022-01-19,"Janesville WW Utility",149
2022-01-19,"Kenosha WWTF",291
2022-01-19,"La Crosse WWTP",113
2022-01-19,"Lac du Flambeau Tribal Water & Sewer",9
2022-01-19,"Lake Geneva WWTP",22
2022-01-19,"Lodi WWTF",11
2022-01-19,"Madison MSD WWTF",1937
2022-01-19,"Manitowoc WWTF",87
2022-01-19,"Marinette Wastewater Utility",22
2022-01-19,"Marshfield WWTF",61
2022-01-19,"Mauston WWTF",3
2022-01-19,"Menomonie WWTF",33
2022-01-19,"Merrill WWTP",11
2022-01-19,"Milwaukee MSD Jones Island",781
2022-01-19,"Milwaukee MSD South Shore",1048
2022-01-19,"Monroe WWTF",57
2022-01-19,"New Richmond WWTF",21
2022-01-19,"Oconomowoc WWTP",36
2022-01-19,"Oshkosh WWTP",225
2022-01-19,"Peshtigo WWTF",9
2022-01-19,"Platteville WWTF",22
2022-01-19,"Plymouth Utilities WWTF",30
2022-01-19,"Port Washington WWTP",21
2022-01-19,"Portage WWTF",72
2022-01-19,"Racine Wastewater Utility",195
2022-01-19,"Red Cliff WWTP",1
2022-01-19,"Rhinelander WWTP",17
2022-01-19,"Rib Lake WWTF",1
2022-01-19,"Rib Mountain MSD WWTF",130
2022-01-19,"River Falls Municipal Utility WWTF",26
2022-01-19,"Sheboygan WWTP",85
2022-01-19,"South Milwaukee WWTF",33
2022-01-19,"Sparta WWTF",26
2022-01-19,"Spencer WWTP",3
2022-01-19,"Spooner WWTP",2
2022-01-19,"Stevens Point WWTF",32
2022-01-19,"Sturgeon Bay Utilities WWTF",42
2022-01-19,"Sun Prairie WWTF",214
2022-01-19,"Superior WWTP",39
2022-01-19,"Viroqua WWTF",12
2022-01-19,"Washburn WWTP",4
2022-01-19,"Watertown WWTP",45
2022-01-19,"Waukesha WWTP",176
2022-01-19,"Waupaca WWTF",18
2022-01-19,"Wausau Water Works WWTF",124
2022-01-19,"Whitewater WWTF",14
2022-01-19,"Wisconsin Rapids WWTF",58
2021-01-02,"Appleton WWTF",59
2021-01-02,"Ashland Sewage Utility",1
2021-01-02,"Baraboo WWTF",4
2021-01-02,"Beloit WWTF",7
2021-01-02,"Berlin WWTF",2
2021-01-02,"Burlington WPCC",17
2021-01-02,"Cedarburg WWTF",9
2021-01-02,"Chippewa Falls WWTF",13
2021-01-02,"Columbus WWTF",1
2021-01-02,"De Pere WWTF",36
2021-01-02,"Eau Claire WWTF",63
2021-01-02,"Fox River WPCC",7
2021-01-02,"Grafton Water & Wastewater Utility",12
2021-01-02,"Green Bay MSD",106
2021-01-02,"Hartford WPCF",9
2021-01-02,"Hayward WPCF",2
2021-01-02,"Heart of the Valley MSD",41
2021-01-02,"Hudson WWTF",5
2021-01-02,"Janesville WW Utility",20
2021-01-02,"Kenosha WWTF",78
2021-01-02,"La Crosse WWTP",27
2021-01-02,"Lake Geneva WWTP",5
2021-01-02,"Madison MSD WWTF",183
2021-01-02,"Manitowoc WWTF",23
2021-01-02,"Marinette Wastewater Utility",1
2021-01-02,"Marshfield WWTF",14
2021-01-02,"Mauston WWTF",3
2021-01-02,"Menomonie WWTF",10
2021-01-02,"Merrill WWTP",6
2021-01-02,"Milwaukee MSD Jones Island",134
2021-01-02,"Milwaukee MSD South Shore",219
2021-01-02,"New Richmond WWTF",2
2021-01-02,"Oconomowoc WWTP",2
2021-01-02,"Oshkosh WWTP",7
2021-01-02,"Peshtigo WWTF",1
