"Date","Site","FirstConfirmed"
2021-08-09,"Port Washington WWTP",4
2021-08-09,"Racine Wastewater Utility",43
2021-08-09,"Rhinelander WWTP",5
2021-08-09,"Rib Mountain MSD WWTF",10
2021-08-09,"River Falls Municipal Utility WWTF",4
2021-08-09,"Sheboygan WWTP",36
2021-08-09,"South Milwaukee WWTF",12
2021-08-09,"Sparta WWTF",1
2021-08-09,"Stevens Point WWTF",2
2021-08-09,"Sun Prairie WWTF",6
2021-08-09,"Superior WWTP",1
2021-08-09,"Watertown WWTP",1
2021-08-09,"Waukesha WWTP",33
2021-08-09,"Wausau Water Works WWTF",8
2021-08-09,"Whitewater WWTF",1
2020-09-01,"Appleton WWTF",10
2020-09-01,"Baraboo WWTF",1
2020-09-01,"Beloit WWTF",1
2020-09-01,"Burlington WPCC",1
2020-09-01,"Cedarburg WWTF",1
2020-09-01,"Chippewa Falls WWTF",2
2020-09-01,"De Pere WWTF",7
2020-09-01,"Eau Claire WWTF",10
2020-09-01,"Green Bay MSD",28
2020-09-01,"Hartford WPCF",1
2020-09-01,"Heart of the Valley MSD",9
2020-09-01,"Hudson WWTF",1
2020-09-01,"Janesville WW Utility",5
2020-09-01,"Kenosha WWTF",10
2020-09-01,"La Crosse WWTP",5
2020-09-01,"Lake Geneva WWTP",2
2020-09-01,"Madison MSD WWTF",41
2020-09-01,"Manitowoc WWTF",3
2020-09-01,"Marinette Wastewater Utility",1
2020-09-01,"Marshfield WWTF",1
2020-09-01,"Menomonie WWTF",1
2020-09-01,"Merrill WWTP",1
2020-09-01,"Milwaukee MSD Jones Island",44
2020-09-01,"Milwaukee MSD South Shore",68
2020-09-01,"Oconomowoc WWTP",8
2020-09-01,"Oshkosh WWTP",4
2020-09-01,"Platteville WWTF",1
2020-09-01,"Plymouth Utilities WWTF",4
2020-09-01,"Racine Wastewater Utility",22
2020-09-01,"Rib Mountain MSD WWTF",1
2020-09-01,"River Falls Municipal Utility WWTF",1
2020-09-01,"Sheboygan WWTP",8
2020-09-01,"Sparta WWTF",1
2020-09-01,"Stevens Point WWTF",3
2020-09-01,"Sun Prairie WWTF",3
2020-09-01,"Waukesha WWTP",6
2020-09-01,"Wausau Water Works WWTF",1
2020-09-01,"Whitewater WWTF",4
2020-09-01,"Wisconsin Rapids WWTF",1
2021-09-01,"Algoma WWTF",3
2021-09-01,"Appleton WWTF",22
2021-09-01,"Ashland Sewage Utility",1
2021-09-01,"Baraboo WWTF",5
2021-09-01,"Beloit WWTF",10
2021-09-01,"Burlington WPCC",4
2021-09-01,"Cedarburg WWTF",8
2021-09-01,"Chippewa Falls WWTF",7
2021-09-01,"Clintonville Wastewater Utility",3
2021-09-01,"Columbus WWTF",4
2021-09-01,"De Pere WWTF",13
2021-09-01,"Eau Claire WWTF",49
2021-09-01,"Fox River WPCC",5
2021-09-01,"Grafton Water & Wastewater Utility",4
2021-09-01,"Green Bay MSD",62
2021-09-01,"Hartford WPCF",12
2021-09-01,"Heart of the Valley MSD",13
2021-09-01,"Hudson WWTF",6
2021-09-01,"Janesville WW Utility",16
2021-09-01,"Kenosha WWTF",44
2021-09-01,"La Crosse WWTP",9
2021-09-01,"Lake Geneva WWTP",4
2021-09-01,"Lodi WWTF",1
2021-09-01,"Madison MSD WWTF",103
2021-09-01,"Manitowoc WWTF",15
2021-09-01,"Marinette Wastewater Utility",7
2021-09-01,"Marshfield WWTF",9
2021-09-01,"Mauston WWTF",2
2021-09-01,"Menomonie WWTF",4
2021-09-01,"Merrill WWTP",10
2021-09-01,"Milwaukee MSD Jones Island",211
2021-09-01,"Milwaukee MSD South Shore",279
2021-09-01,"Monroe WWTF",8
2021-09-01,"Oconomowoc WWTP",5
2021-09-01,"Oshkosh WWTP",28
2021-09-01,"Peshtigo WWTF",3
2021-09-01,"Platteville WWTF",6
2021-09-01,"Plymouth Utilities WWTF",3
2021-09-01,"Port Washington WWTP",2
2021-09-01,"Racine Wastewater Utility",72
2021-09-01,"Red Cliff WWTP",2
2021-09-01,"Rhinelander WWTP",2
2021-09-01,"Rib Lake WWTF",1
2021-09-01,"Rib Mountain MSD WWTF",16
2021-09-01,"River Falls Municipal Utility WWTF",9
2021-09-01,"Sheboygan WWTP",19
2021-09-01,"South Milwaukee WWTF",9
2021-09-01,"Sparta WWTF",5
2021-09-01,"Spencer WWTP",2
2021-09-01,"Stevens Point WWTF",7
2021-09-01,"Sturgeon Bay Utilities WWTF",3
2021-09-01,"Sun Prairie WWTF",20
2021-09-01,"Superior WWTP",3
2021-09-01,"Watertown WWTP",8
2021-09-01,"Waukesha WWTP",48
2021-09-01,"Waupaca WWTF",3
2021-09-01,"Wausau Water Works WWTF",17
2021-09-01,"Whitewater WWTF",1
2021-09-01,"Wisconsin Rapids WWTF",7
2020-09-10,"Algoma WWTF",1
2020-09-10,"Appleton WWTF",18
2020-09-10,"Baraboo WWTF",4
2020-09-10,"Beloit WWTF",6
2020-09-10,"Berlin WWTF",4
2020-09-10,"Chippewa Falls WWTF",1
2020-09-10,"De Pere WWTF",15
2020-09-10,"Eau Claire WWTF",25
2020-09-10,"Fox River WPCC",2
2020-09-10,"Grafton Water & Wastewater Utility",1
2020-09-10,"Green Bay MSD",34
2020-09-10,"Hartford WPCF",2
2020-09-10,"Heart of the Valley MSD",16
2020-09-10,"Janesville WW Utility",15
2020-09-10,"Kenosha WWTF",6
2020-09-10,"La Crosse WWTP",72
2020-09-10,"Madison MSD WWTF",209
2020-09-10,"Manitowoc WWTF",7
2020-09-10,"Marinette Wastewater Utility",1
2020-09-10,"Marshfield WWTF",4
2020-09-10,"Menomonie WWTF",6
2020-09-10,"Merrill WWTP",2
2020-09-10,"Milwaukee MSD Jones Island",61
2020-09-10,"Milwaukee MSD South Shore",79
2020-09-10,"Monroe WWTF",5
2020-09-10,"New Richmond WWTF",1
2020-09-10,"Oconomowoc WWTP",3
2020-09-10,"Oshkosh WWTP",45
2020-09-10,"Peshtigo WWTF",1
2020-09-10,"Platteville WWTF",13
2020-09-10,"Plymouth Utilities WWTF",1
2020-09-10,"Racine Wastewater Utility",13
2020-09-10,"Rhinelander WWTP",2
2020-09-10,"Rib Mountain MSD WWTF",3
2020-09-10,"River Falls Municipal Utility WWTF",2
2020-09-10,"Sheboygan WWTP",3
2020-09-10,"South Milwaukee WWTF",1
2020-09-10,"Sparta WWTF",1
2020-09-10,"Stevens Point WWTF",17
2020-09-10,"Sturgeon Bay Utilities WWTF",1
2020-09-10,"Sun Prairie WWTF",4
2020-09-10,"Superior WWTP",3
2020-09-10,"Watertown WWTP",5
2020-09-10,"Waukesha WWTP",20
2020-09-10,"Wausau Water Works WWTF",1
2020-09-10,"Whitewater WWTF",21
2020-09-10,"Wisconsin Rapids WWTF",3
2021-09-10,"Algoma WWTF",2
2021-09-10,"Appleton WWTF",19
2021-09-10,"Baraboo WWTF",8
2021-09-10,"Beloit WWTF",5
2021-09-10,"Black River Falls WWTF",3
2021-09-10,"Burlington WPCC",2
2021-09-10,"Cedarburg WWTF",5
2021-09-10,"Chippewa Falls WWTF",11
2021-09-10,"Columbus WWTF",3
2021-09-10,"De Pere WWTF",15
2021-09-10,"Eau Claire WWTF",54
2021-09-10,"Fox River WPCC",13
2021-09-10,"Grafton Water & Wastewater Utility",5
2021-09-10,"Green Bay MSD",70
2021-09-10,"Hartford WPCF",14
2021-09-10,"Hayward WPCF",1
2021-09-10,"Heart of the Valley MSD",15
2021-09-10,"Hudson WWTF",14
2021-09-10,"Janesville WW Utility",3
2021-09-10,"Kenosha WWTF",37
2021-09-10,"La Crosse WWTP",23
2021-09-10,"Lake Geneva WWTP",1
2021-09-10,"Lodi WWTF",1
2021-09-10,"Madison MSD WWTF",94
2021-09-10,"Manitowoc WWTF",8
2021-09-10,"Marinette Wastewater Utility",2
2021-09-10,"Marshfield WWTF",9
2021-09-10,"Mauston WWTF",5
2021-09-10,"Menomonie WWTF",16
2021-09-10,"Merrill WWTP",2
2021-09-10,"Milwaukee MSD Jones Island",151
2021-09-10,"Milwaukee MSD South Shore",330
2021-09-10,"Monroe WWTF",3
2021-09-10,"New Richmond WWTF",14
2021-09-10,"Oconomowoc WWTP",6
2021-09-10,"Oshkosh WWTP",29
2021-09-10,"Peshtigo WWTF",1
2021-09-10,"Platteville WWTF",1
2021-09-10,"Plymouth Utilities WWTF",2
2021-09-10,"Port Washington WWTP",3
2021-09-10,"Portage WWTF",3
2021-09-10,"Racine Wastewater Utility",45
2021-09-10,"Rhinelander WWTP",2
2021-09-10,"Rib Mountain MSD WWTF",9
2021-09-10,"River Falls Municipal Utility WWTF",3
2021-09-10,"Sheboygan WWTP",16
2021-09-10,"South Milwaukee WWTF",6
2021-09-10,"Sparta WWTF",6
2021-09-10,"Spencer WWTP",5
2021-09-10,"Spooner WWTP",2
2021-09-10,"Stevens Point WWTF",6
2021-09-10,"Sun Prairie WWTF",11
2021-09-10,"Superior WWTP",4
2021-09-10,"Viroqua WWTF",1
2021-09-10,"Watertown WWTP",5
2021-09-10,"Waukesha WWTP",23
2021-09-10,"Waupaca WWTF",2
2021-09-10,"Wausau Water Works WWTF",6
2021-09-10,"Whitewater WWTF",1
2021-09-10,"Wisconsin Rapids WWTF",6
2020-09-11,"Appleton WWTF",18
2020-09-11,"Beloit WWTF",7
2020-09-11,"Black River Falls WWTF",1
2020-09-11,"Burlington WPCC",4
2020-09-11,"Cedarburg WWTF",6
2020-09-11,"Clintonville Wastewater Utility",1
2020-09-11,"Columbus WWTF",2
2020-09-11,"De Pere WWTF",15
2020-09-11,"Eau Claire WWTF",63
2020-09-11,"Fox River WPCC",4
2020-09-11,"Grafton Water & Wastewater Utility",1
2020-09-11,"Green Bay MSD",78
2020-09-11,"Hartford WPCF",2
2020-09-11,"Heart of the Valley MSD",31
2020-09-11,"Hudson WWTF",3
2020-09-11,"Janesville WW Utility",11
2020-09-11,"Kenosha WWTF",15
2020-09-11,"La Crosse WWTP",93
2020-09-11,"Lake Geneva WWTP",2
2020-09-11,"Madison MSD WWTF",148
2020-09-11,"Manitowoc WWTF",7
2020-09-11,"Marshfield WWTF",3
2020-09-11,"Menomonie WWTF",8
2020-09-11,"Merrill WWTP",3
2020-09-11,"Milwaukee MSD Jones Island",90
2020-09-11,"Milwaukee MSD South Shore",77
2020-09-11,"Monroe WWTF",2
2020-09-11,"Oconomowoc WWTP",2
2020-09-11,"Oshkosh WWTP",32
2020-09-11,"Platteville WWTF",5
2020-09-11,"Plymouth Utilities WWTF",1
2020-09-11,"Port Washington WWTP",3
2020-09-11,"Racine Wastewater Utility",10
2020-09-11,"Rhinelander WWTP",2
2020-09-11,"Rib Mountain MSD WWTF",2
2020-09-11,"Sheboygan WWTP",8
2020-09-11,"Stevens Point WWTF",11
2020-09-11,"Sun Prairie WWTF",2
2020-09-11,"Superior WWTP",6
2020-09-11,"Watertown WWTP",5
2020-09-11,"Waukesha WWTP",9
2020-09-11,"Waupaca WWTF",1
2020-09-11,"Wausau Water Works WWTF",1
2020-09-11,"Whitewater WWTF",41
2020-09-11,"Wisconsin Rapids WWTF",1
2021-09-11,"Beloit WWTF",1
2021-09-11,"Burlington WPCC",1
2021-09-11,"Eau Claire WWTF",4
2021-09-11,"Grafton Water & Wastewater Utility",1
2021-09-11,"Hartford WPCF",2
2021-09-11,"Heart of the Valley MSD",1
2021-09-11,"Janesville WW Utility",2
2021-09-11,"Kenosha WWTF",11
2021-09-11,"La Crosse WWTP",2
2021-09-11,"Madison MSD WWTF",4
2021-09-11,"Marshfield WWTF",1
2021-09-11,"Milwaukee MSD Jones Island",11
2021-09-11,"Milwaukee MSD South Shore",21
2021-09-11,"Oshkosh WWTP",3
2021-09-11,"Platteville WWTF",1
2021-09-11,"Portage WWTF",7
2021-09-11,"Racine Wastewater Utility",1
2021-09-11,"Stevens Point WWTF",1
2021-09-11,"Superior WWTP",1
2021-09-11,"Wausau Water Works WWTF",3
2021-09-11,"Whitewater WWTF",1
2021-09-11,"Wisconsin Rapids WWTF",6
2020-09-12,"Appleton WWTF",34
2020-09-12,"Baraboo WWTF",5
2020-09-12,"Beloit WWTF",1
2020-09-12,"Berlin WWTF",1
2020-09-12,"Cedarburg WWTF",1
2020-09-12,"Chippewa Falls WWTF",2
2020-09-12,"Columbus WWTF",2
2020-09-12,"De Pere WWTF",26
2020-09-12,"Eau Claire WWTF",51
2020-09-12,"Grafton Water & Wastewater Utility",3
2020-09-12,"Green Bay MSD",66
2020-09-12,"Hartford WPCF",4
2020-09-12,"Heart of the Valley MSD",14
2020-09-12,"Janesville WW Utility",13
2020-09-12,"Kenosha WWTF",10
2020-09-12,"La Crosse WWTP",99
2020-09-12,"Lake Geneva WWTP",1
2020-09-12,"Madison MSD WWTF",177
2020-09-12,"Manitowoc WWTF",4
2020-09-12,"Marinette Wastewater Utility",5
2020-09-12,"Marshfield WWTF",3
2020-09-12,"Menomonie WWTF",5
2020-09-12,"Merrill WWTP",3
2020-09-12,"Milwaukee MSD Jones Island",83
2020-09-12,"Milwaukee MSD South Shore",56
2020-09-12,"Monroe WWTF",3
2020-09-12,"New Richmond WWTF",1
2020-09-12,"Oconomowoc WWTP",2
2020-09-12,"Oshkosh WWTP",28
2020-09-12,"Platteville WWTF",28
2020-09-12,"Port Washington WWTP",2
2020-09-12,"Portage WWTF",3
2020-09-12,"Racine Wastewater Utility",10
2020-09-12,"Rhinelander WWTP",1
2020-09-12,"Rib Mountain MSD WWTF",4
2020-09-12,"Sheboygan WWTP",2
2020-09-12,"Sparta WWTF",2
2020-09-12,"Stevens Point WWTF",25
2020-09-12,"Sturgeon Bay Utilities WWTF",2
2020-09-12,"Sun Prairie WWTF",6
2020-09-12,"Superior WWTP",3
2020-09-12,"Watertown WWTP",2
2020-09-12,"Waukesha WWTP",6
2020-09-12,"Waupaca WWTF",1
2020-09-12,"Wausau Water Works WWTF",9
2020-09-12,"Whitewater WWTF",24
2020-09-12,"Wisconsin Rapids WWTF",2
2021-09-12,"Beloit WWTF",1
2021-09-12,"Chippewa Falls WWTF",2
2021-09-12,"De Pere WWTF",8
2021-09-12,"Grafton Water & Wastewater Utility",1
2021-09-12,"Heart of the Valley MSD",3
2021-09-12,"Hudson WWTF",4
2021-09-12,"Kenosha WWTF",2
2021-09-12,"La Crosse WWTP",11
2021-09-12,"Madison MSD WWTF",41
2021-09-12,"Manitowoc WWTF",2
2021-09-12,"Marshfield WWTF",11
2021-09-12,"Menomonie WWTF",2
2021-09-12,"Milwaukee MSD Jones Island",147
2021-09-12,"Milwaukee MSD South Shore",101
2021-09-12,"Monroe WWTF",1
2021-09-12,"New Richmond WWTF",1
2021-09-12,"Oshkosh WWTP",1
2021-09-12,"Port Washington WWTP",3
2021-09-12,"Portage WWTF",1
2021-09-12,"Racine Wastewater Utility",20
2021-09-12,"Rib Lake WWTF",1
2021-09-12,"River Falls Municipal Utility WWTF",5
2021-09-12,"Sheboygan WWTP",2
2021-09-12,"Spooner WWTP",1
2021-09-12,"Stevens Point WWTF",1
2021-09-12,"Superior WWTP",8
2021-09-12,"Viroqua WWTF",2
2021-09-12,"Waupaca WWTF",2
2021-09-12,"Wausau Water Works WWTF",2
2021-09-12,"Wisconsin Rapids WWTF",1
2020-09-13,"Algoma WWTF",5
2020-09-13,"Appleton WWTF",32
2020-09-13,"Beloit WWTF",3
2020-09-13,"Berlin WWTF",3
2020-09-13,"Black River Falls WWTF",1
2020-09-13,"Clintonville Wastewater Utility",1
2020-09-13,"Columbus WWTF",2
2020-09-13,"De Pere WWTF",1
2020-09-13,"Eau Claire WWTF",21
2020-09-13,"Fox River WPCC",3
2020-09-13,"Green Bay MSD",3
2020-09-13,"Heart of the Valley MSD",21
2020-09-13,"Hudson WWTF",2
2020-09-13,"Janesville WW Utility",13
2020-09-13,"Kenosha WWTF",11
2020-09-13,"La Crosse WWTP",80
2020-09-13,"Lake Geneva WWTP",4
2020-09-13,"Madison MSD WWTF",179
2020-09-13,"Manitowoc WWTF",3
2020-09-13,"Marinette Wastewater Utility",1
2020-09-13,"Marshfield WWTF",2
2020-09-13,"Mauston WWTF",3
2020-09-13,"Menomonie WWTF",4
2020-09-13,"Milwaukee MSD Jones Island",51
2020-09-13,"Milwaukee MSD South Shore",34
2020-09-13,"Monroe WWTF",1
2020-09-13,"New Richmond WWTF",2
2020-09-13,"Oconomowoc WWTP",4
2020-09-13,"Oshkosh WWTP",27
2020-09-13,"Platteville WWTF",5
2020-09-13,"Plymouth Utilities WWTF",1
2020-09-13,"Racine Wastewater Utility",2
2020-09-13,"Rhinelander WWTP",3
2020-09-13,"Rib Mountain MSD WWTF",2
2020-09-13,"River Falls Municipal Utility WWTF",4
2020-09-13,"Sheboygan WWTP",1
2020-09-13,"Sparta WWTF",1
2020-09-13,"Stevens Point WWTF",20
2020-09-13,"Sturgeon Bay Utilities WWTF",2
2020-09-13,"Sun Prairie WWTF",3
2020-09-13,"Superior WWTP",6
2020-09-13,"Watertown WWTP",3
2020-09-13,"Waukesha WWTP",4
2020-09-13,"Waupaca WWTF",1
2020-09-13,"Wausau Water Works WWTF",1
2020-09-13,"Whitewater WWTF",11
2021-09-13,"Appleton WWTF",21
2021-09-13,"Baraboo WWTF",4
2021-09-13,"Beloit WWTF",11
2021-09-13,"Berlin WWTF",2
2021-09-13,"Black River Falls WWTF",1
2021-09-13,"Burlington WPCC",12
2021-09-13,"Cedarburg WWTF",3
2021-09-13,"Chippewa Falls WWTF",9
2021-09-13,"Columbus WWTF",6
2021-09-13,"De Pere WWTF",8
2021-09-13,"Eau Claire WWTF",30
2021-09-13,"Fox River WPCC",6
2021-09-13,"Grafton Water & Wastewater Utility",1
2021-09-13,"Green Bay MSD",69
2021-09-13,"Hartford WPCF",5
2021-09-13,"Hayward WPCF",2
2021-09-13,"Heart of the Valley MSD",10
2021-09-13,"Hudson WWTF",4
2021-09-13,"Janesville WW Utility",7
2021-09-13,"Kenosha WWTF",31
2021-09-13,"La Crosse WWTP",12
2021-09-13,"Lake Geneva WWTP",6
2021-09-13,"Lodi WWTF",1
2021-09-13,"Madison MSD WWTF",79
2021-09-13,"Manitowoc WWTF",5
2021-09-13,"Marinette Wastewater Utility",3
2021-09-13,"Marshfield WWTF",7
2021-09-13,"Mauston WWTF",4
2021-09-13,"Menomonie WWTF",9
2021-09-13,"Merrill WWTP",3
2021-09-13,"Milwaukee MSD Jones Island",118
2021-09-13,"Milwaukee MSD South Shore",276
2021-09-13,"Monroe WWTF",7
2021-09-13,"New Richmond WWTF",2
2021-09-13,"Oconomowoc WWTP",6
2021-09-13,"Oshkosh WWTP",33
2021-09-13,"Peshtigo WWTF",1
2021-09-13,"Platteville WWTF",4
2021-09-13,"Plymouth Utilities WWTF",1
2021-09-13,"Port Washington WWTP",2
2021-09-13,"Portage WWTF",12
2021-09-13,"Racine Wastewater Utility",43
2021-09-13,"Rhinelander WWTP",2
2021-09-13,"Rib Mountain MSD WWTF",30
2021-09-13,"River Falls Municipal Utility WWTF",7
2021-09-13,"Sheboygan WWTP",17
2021-09-13,"South Milwaukee WWTF",3
2021-09-13,"Sparta WWTF",4
2021-09-13,"Spencer WWTP",2
2021-09-13,"Spooner WWTP",2
2021-09-13,"Stevens Point WWTF",8
2021-09-13,"Sturgeon Bay Utilities WWTF",4
2021-09-13,"Sun Prairie WWTF",8
2021-09-13,"Superior WWTP",7
2021-09-13,"Viroqua WWTF",2
2021-09-13,"Watertown WWTP",3
2021-09-13,"Waukesha WWTP",24
2021-09-13,"Waupaca WWTF",1
2021-09-13,"Wausau Water Works WWTF",25
2021-09-13,"Whitewater WWTF",1
2021-09-13,"Wisconsin Rapids WWTF",14
2020-09-14,"Algoma WWTF",1
2020-09-14,"Appleton WWTF",23
2020-09-14,"Ashland Sewage Utility",1
2020-09-14,"Baraboo WWTF",4
2020-09-14,"Burlington WPCC",6
2020-09-14,"Cedarburg WWTF",2
2020-09-14,"Columbus WWTF",1
2020-09-14,"De Pere WWTF",33
2020-09-14,"Eau Claire WWTF",21
2020-09-14,"Fox River WPCC",1
2020-09-14,"Grafton Water & Wastewater Utility",3
2020-09-14,"Green Bay MSD",99
2020-09-14,"Hartford WPCF",3
2020-09-14,"Heart of the Valley MSD",27
2020-09-14,"Hudson WWTF",4
2020-09-14,"Janesville WW Utility",15
2020-09-14,"Kenosha WWTF",6
2020-09-14,"La Crosse WWTP",58
2020-09-14,"Lake Geneva WWTP",3
2020-09-14,"Lodi WWTF",1
2020-09-14,"Madison MSD WWTF",90
2020-09-14,"Manitowoc WWTF",11
2020-09-14,"Marshfield WWTF",2
2020-09-14,"Menomonie WWTF",3
2020-09-14,"Merrill WWTP",3
2020-09-14,"Milwaukee MSD Jones Island",59
2020-09-14,"Milwaukee MSD South Shore",66
2020-09-14,"New Richmond WWTF",3
2020-09-14,"Oconomowoc WWTP",2
2020-09-14,"Oshkosh WWTP",29
2020-09-14,"Platteville WWTF",12
2020-09-14,"Plymouth Utilities WWTF",1
2020-09-14,"Port Washington WWTP",2
2020-09-14,"Portage WWTF",2
2020-09-14,"Racine Wastewater Utility",21
2020-09-14,"Rhinelander WWTP",1
2020-09-14,"Rib Mountain MSD WWTF",7
2020-09-14,"Sheboygan WWTP",11
2020-09-14,"South Milwaukee WWTF",1
2020-09-14,"Sparta WWTF",5
2020-09-14,"Stevens Point WWTF",7
2020-09-14,"Sturgeon Bay Utilities WWTF",2
2020-09-14,"Sun Prairie WWTF",1
2020-09-14,"Superior WWTP",1
2020-09-14,"Watertown WWTP",3
2020-09-14,"Waukesha WWTP",9
2020-09-14,"Waupaca WWTF",1
2020-09-14,"Wausau Water Works WWTF",3
2020-09-14,"Whitewater WWTF",83
2020-09-14,"Wisconsin Rapids WWTF",3
2021-09-14,"Algoma WWTF",3
2021-09-14,"Appleton WWTF",31
2021-09-14,"Ashland Sewage Utility",2
2021-09-14,"Baraboo WWTF",19
2021-09-14,"Beloit WWTF",3
2021-09-14,"Berlin WWTF",8
2021-09-14,"Black River Falls WWTF",4
2021-09-14,"Burlington WPCC",14
2021-09-14,"Cedarburg WWTF",3
2021-09-14,"Chippewa Falls WWTF",14
2021-09-14,"Clintonville Wastewater Utility",3
2021-09-14,"Columbus WWTF",2
2021-09-14,"De Pere WWTF",34
2021-09-14,"Eau Claire WWTF",55
2021-09-14,"Fox River WPCC",17
2021-09-14,"Grafton Water & Wastewater Utility",11
2021-09-14,"Green Bay MSD",163
2021-09-14,"Hartford WPCF",9
2021-09-14,"Hayward WPCF",4
2021-09-14,"Heart of the Valley MSD",22
2021-09-14,"Hudson WWTF",27
2021-09-14,"Janesville WW Utility",3
2021-09-14,"Kenosha WWTF",56
2021-09-14,"La Crosse WWTP",33
2021-09-14,"Lac du Flambeau Tribal Water & Sewer",2
2021-09-14,"Lake Geneva WWTP",5
2021-09-14,"Madison MSD WWTF",145
2021-09-14,"Manitowoc WWTF",15
2021-09-14,"Marinette Wastewater Utility",9
2021-09-14,"Marshfield WWTF",37
2021-09-14,"Menomonie WWTF",5
2021-09-14,"Merrill WWTP",4
2021-09-14,"Milwaukee MSD Jones Island",193
2021-09-14,"Milwaukee MSD South Shore",383
2021-09-14,"Monroe WWTF",1
2021-09-14,"New Richmond WWTF",10
2021-09-14,"Oconomowoc WWTP",20
2021-09-14,"Oshkosh WWTP",75
2021-09-14,"Peshtigo WWTF",3
2021-09-14,"Platteville WWTF",6
2021-09-14,"Plymouth Utilities WWTF",4
2021-09-14,"Port Washington WWTP",2
2021-09-14,"Portage WWTF",15
2021-09-14,"Racine Wastewater Utility",65
2021-09-14,"Rhinelander WWTP",6
2021-09-14,"Rib Mountain MSD WWTF",13
2021-09-14,"River Falls Municipal Utility WWTF",10
2021-09-14,"Sheboygan WWTP",21
2021-09-14,"South Milwaukee WWTF",7
2021-09-14,"Sparta WWTF",2
2021-09-14,"Spooner WWTP",5
2021-09-14,"Stevens Point WWTF",9
2021-09-14,"Sturgeon Bay Utilities WWTF",7
2021-09-14,"Sun Prairie WWTF",13
2021-09-14,"Superior WWTP",4
2021-09-14,"Viroqua WWTF",3
2021-09-14,"Watertown WWTP",9
2021-09-14,"Waukesha WWTP",44
2021-09-14,"Waupaca WWTF",4
2021-09-14,"Wausau Water Works WWTF",8
2021-09-14,"Whitewater WWTF",1
2021-09-14,"Wisconsin Rapids WWTF",41
2020-09-15,"Appleton WWTF",35
2020-09-15,"Ashland Sewage Utility",1
2020-09-15,"Beloit WWTF",1
2020-09-15,"Berlin WWTF",1
2020-09-15,"Burlington WPCC",4
2020-09-15,"Chippewa Falls WWTF",7
2020-09-15,"Columbus WWTF",3
2020-09-15,"De Pere WWTF",31
2020-09-15,"Eau Claire WWTF",32
2020-09-15,"Fox River WPCC",4
2020-09-15,"Grafton Water & Wastewater Utility",2
2020-09-15,"Green Bay MSD",97
2020-09-15,"Hartford WPCF",4
2020-09-15,"Heart of the Valley MSD",28
2020-09-15,"Hudson WWTF",3
2020-09-15,"Janesville WW Utility",16
2020-09-15,"Kenosha WWTF",12
2020-09-15,"La Crosse WWTP",77
2020-09-15,"Lake Geneva WWTP",2
2020-09-15,"Madison MSD WWTF",65
2020-09-15,"Manitowoc WWTF",1
2020-09-15,"Marinette Wastewater Utility",2
2020-09-15,"Marshfield WWTF",13
2020-09-15,"Menomonie WWTF",4
2020-09-15,"Merrill WWTP",3
2020-09-15,"Milwaukee MSD Jones Island",86
2020-09-15,"Milwaukee MSD South Shore",85
2020-09-15,"Monroe WWTF",3
2020-09-15,"New Richmond WWTF",2
2020-09-15,"Oconomowoc WWTP",3
2020-09-15,"Oshkosh WWTP",56
2020-09-15,"Platteville WWTF",4
2020-09-15,"Plymouth Utilities WWTF",2
2020-09-15,"Port Washington WWTP",6
2020-09-15,"Racine Wastewater Utility",13
2020-09-15,"Rhinelander WWTP",1
2020-09-15,"Rib Mountain MSD WWTF",6
2020-09-15,"River Falls Municipal Utility WWTF",1
2020-09-15,"Sheboygan WWTP",7
2020-09-15,"South Milwaukee WWTF",4
2020-09-15,"Sparta WWTF",1
2020-09-15,"Stevens Point WWTF",17
2020-09-15,"Sturgeon Bay Utilities WWTF",2
2020-09-15,"Sun Prairie WWTF",3
2020-09-15,"Superior WWTP",3
2020-09-15,"Viroqua WWTF",1
2020-09-15,"Watertown WWTP",5
2020-09-15,"Waukesha WWTP",9
2020-09-15,"Waupaca WWTF",2
2020-09-15,"Wausau Water Works WWTF",3
2020-09-15,"Whitewater WWTF",24
2020-09-15,"Wisconsin Rapids WWTF",4
2021-09-15,"Algoma WWTF",6
2021-09-15,"Appleton WWTF",35
2021-09-15,"Ashland Sewage Utility",3
2021-09-15,"Baraboo WWTF",7
2021-09-15,"Beloit WWTF",23
2021-09-15,"Berlin WWTF",1
2021-09-15,"Black River Falls WWTF",5
2021-09-15,"Burlington WPCC",10
2021-09-15,"Chippewa Falls WWTF",8
2021-09-15,"Columbus WWTF",9
2021-09-15,"De Pere WWTF",23
2021-09-15,"Eau Claire WWTF",60
2021-09-15,"Fox River WPCC",23
2021-09-15,"Grafton Water & Wastewater Utility",3
2021-09-15,"Green Bay MSD",113
2021-09-15,"Hartford WPCF",8
2021-09-15,"Hayward WPCF",3
2021-09-15,"Heart of the Valley MSD",24
2021-09-15,"Hudson WWTF",15
2021-09-15,"Janesville WW Utility",38
2021-09-15,"Kenosha WWTF",32
2021-09-15,"La Crosse WWTP",33
2021-09-15,"Lake Geneva WWTP",8
2021-09-15,"Lodi WWTF",6
2021-09-15,"Madison MSD WWTF",152
2021-09-15,"Manitowoc WWTF",9
2021-09-15,"Marinette Wastewater Utility",7
2021-09-15,"Marshfield WWTF",21
2021-09-15,"Mauston WWTF",2
2021-09-15,"Menomonie WWTF",9
2021-09-15,"Merrill WWTP",7
2021-09-15,"Milwaukee MSD Jones Island",214
