"Site","Sample ID","Date","Filter","Well","N1Ct","N1","N1LOD","N2CT","N2","N2LOD","PMMOVCT","PMMOV","BCoV","HF183CT","HF183","CrPCT","CrP","Notes","...20"
"River Falls","River Falls (M) rep 3",2021-01-25,"3","1","30.57","391713","N","31.27","189817","N","24.9","7312612","2.0699999999999998","26.19","833976501","28.98","189890863",NA,NA
"River Falls","River Falls (M) rep 3",2021-01-25,"3","2","30.62","379608","N","31.55","158069","N","24.94","7084626","1.99","26.16","848154950","29.17","165839540",NA,NA
"River Falls","River Falls (M) rep 3",2021-01-25,"3","3","30.12","522595","N","31.17","201826","N","25.09","6363728","1.99","25.83","1063594356","28.94","194091781",NA,NA
"River Falls","River Falls (T) rep 1",2021-01-26,"1","1","31.89","167597","N","31.96","121817","N","24.3","11352787","2.36","25.81","1072359439","28.65","237175732",NA,NA
"River Falls","River Falls (T) rep 1",2021-01-26,"1","2","31.81","177300","N","32.049999999999997","115289","N","24.22","11977661","2.37","25.98","960567646","28.78","217600567",NA,NA
"River Falls","River Falls (T) rep 1",2021-01-26,"1","3","31.35","238215","N","32.28","99345","N","24.21","12075907","2.19","25.99","948750561","28.97","190322848",NA,NA
"River Falls","River Falls (T) rep 2",2021-01-26,"2","1","30.94","309075","N","31.88","127964","N","23","29448342","2.6","25.94","985150545","28.38","284404488",NA,NA
"River Falls","River Falls (T) rep 2",2021-01-26,"2","2","31.21","260329","N","32.770000000000003","72426","N","23.04","28638155","2.44","26.2","823320432","28.84","207805814",NA,NA
"River Falls","River Falls (T) rep 2",2021-01-26,"2","3","31.37","234501","N","32.39","92365","N","23.13","26656230","2.56","26.11","877278057","28.94","193921026",NA,NA
"River Falls","River Falls (T) rep 3",2021-01-26,"3","1","31.18","265820","N","32.479999999999997","87191","N","24.48","9891112","2.16","26.31","763943368","28.45","271759886",NA,NA
"River Falls","River Falls (T) rep 3",2021-01-26,"3","2","31.25","253307","N","32.1","111257","N","24.41","10457950","2.46","25.85","1042770175","28.66","234736271",NA,NA
"River Falls","River Falls (T) rep 3",2021-01-26,"3","3","31.5","216398","N","31.98","120380","N","24.33","11094180","2.16","25.81","1072842865","28.84","208244972",NA,NA
"River Falls","River Falls (W) rep 1",2021-01-27,"1","1","29.83","631528","N","30.36","337830","N","24.48","9939411","2.78","26.3","773780906","29.1","174901113",NA,NA
"River Falls","River Falls (W) rep 1",2021-01-27,"1","2","30.14","516012","N","30.41","328204","N","24.93","7120997","2.54","25.69","1167960926","29.46","136133360",NA,NA
"River Falls","River Falls (W) rep 1",2021-01-27,"1","3","29.59","737822","N","30.31","351017","N","24.89","7359656","2.84","26.6","629944327","29.35","147237340",NA,NA
"River Falls","River Falls (W) rep 2",2021-01-27,"2","1","29.32","874336","N","29.61","548589","N","24.92","7193265","2.86","26.01","937225781","30.03","92608055",NA,NA
"River Falls","River Falls (W) rep 2",2021-01-27,"2","2","29.13","986638","N","29.6","549893","N","24.82","7708547","2.34","25.9","1009449771","28.89","201748746",NA,NA
"River Falls","River Falls (W) rep 2",2021-01-27,"2","3","29.11","1000547","N","29.89","458817","N","24.97","6912516","2.93","25.44","1377797835","29.28","154609781",NA,NA
"River Falls","River Falls (W) rep 3",2021-01-27,"3","1","29.54","760653","N","30.03","418642","N","24.77","8039084","4.17","24.72","2241965191","28.97","190981060",NA,NA
"River Falls","River Falls (W) rep 3",2021-01-27,"3","2","29.28","899797","N","29.56","566436","N","24.76","8096600","4.25","25.86","1037905167","28.98","189397827",NA,NA
"River Falls","River Falls (W) rep 3",2021-01-27,"3","3","29.27","901114","N","30.06","410653","N","24.89","7323236","3.91","26.24","803776412","29.08","177231579",NA,NA
"Sun Prairie","Sun Prairie (M) rep 1",2021-01-25,"1","1","32.549999999999997","110352","N","33.76","38637","Y","24.34","10988094","1.0900000000000001","26.25","798673417","28.68","232107710",NA,NA
"Sun Prairie","Sun Prairie (M) rep 1",2021-01-25,"1","2","33.99","43763","N","33.6","42648","Y","24.12","12897703","1.1299999999999999","26.27","789498204","28.91","198036429",NA,NA
"Sun Prairie","Sun Prairie (M) rep 1",2021-01-25,"1","3","33.270000000000003","69333","N","34.42","25261","Y","24.23","11924180","1.22","26.27","789177165","29.12","172643602",NA,NA
"Sun Prairie","Sun Prairie (M) rep 2",2021-01-25,"2","1","32.96","84538","N","33.549999999999997","44031","Y","23.99","14223661","1.51","26.32","761338040","29.22","160671868",NA,NA
"Sun Prairie","Sun Prairie (M) rep 2",2021-01-25,"2","2","32.799999999999997","93575","N","33.08","59459","Y","23.78","16563285","1.19","26.55","649378975","28.53","256611334",NA,NA
"Sun Prairie","Sun Prairie (M) rep 2",2021-01-25,"2","3","32.869999999999997","89575","N","33.76","38618","Y","23.99","14183427","1.28","26.45","696631057","28.99","188123793",NA,NA
"Sun Prairie","Sun Prairie (M) rep 3",2021-01-25,"3","1","33.479999999999997","60598","N","34.1","31053","Y","24.4","10505049","1.02","25.35","1469073245","29.44","138017434",NA,NA
"Sun Prairie","Sun Prairie (M) rep 3",2021-01-25,"3","2","32.78","94877","N","33.57","43443","Y","24.39","10588752","1.07","26.89","518893916","28.27","307835664",NA,NA
"Sun Prairie","Sun Prairie (M) rep 3",2021-01-25,"3","3","33.340000000000003","66142","N","33.9","35131","Y","24.06","13459343","1.02","27.24","409382417","28.86","205384284",NA,NA
"Sun Prairie","Sun Prairie (T) rep 1",2021-01-26,"1","1","32.65","102957","N","33.64","41607","Y","24.22","12028974","1.01","25.64","1203813621","29.7","115604117",NA,NA
"Sun Prairie","Sun Prairie (T) rep 1",2021-01-26,"1","2","32.880000000000003","89006","N","32.729999999999997","74431","N","24.18","12404554","1.1100000000000001","26.47","685661663","28.35","290056197",NA,NA
"Sun Prairie","Sun Prairie (T) rep 1",2021-01-26,"1","3","33.54","58188","N","33.42","47963","Y","24","14135199","1.05","25.97","967282255","28.98","189046066",NA,NA
"Sun Prairie","Sun Prairie (T) rep 2",2021-01-26,"2","1","32.76","96156","N","33.5","45417","Y","24.05","13584410","1.1399999999999999","25.72","1141733599","28.86","205820741",NA,NA
"Sun Prairie","Sun Prairie (T) rep 2",2021-01-26,"2","2","33.18","73660","N","32.96","64289","Y","23.78","16544409","1.39","26.59","633831517","28.98","189151819",NA,NA
"Sun Prairie","Sun Prairie (T) rep 2",2021-01-26,"2","3","33.64","54658","N","33.18","55937","Y","23.89","15262636","1.32","26.39","725953163","28.65","237304382",NA,NA
"Sun Prairie","Sun Prairie (T) rep 3",2021-01-26,"3","1","32.520000000000003","112187","N","32.520000000000003","85396","N","24.45","10141338","0.94","25.69","1167234923","29.17","166077144",NA,NA
"Sun Prairie","Sun Prairie (T) rep 3",2021-01-26,"3","2","32.06","150702","N","32.29","98873","N","24.71","8416007","0.92","26.07","900552071","28.34","292430598",NA,NA
"Sun Prairie","Sun Prairie (T) rep 3",2021-01-26,"3","3","32.659999999999997","102409","N","32.49","86838","N","24.4","10547465","0.85","26.41","714630431","28.65","236558943",NA,NA
"Sun Prairie","Sun Prairie (W) rep 1",2021-01-27,"1","1","33.71","52237","N","33.22","54421","Y","24.6","9108112","1.96","25.76","1111169934","28.83","210331622",NA,NA
"Sun Prairie","Sun Prairie (W) rep 1",2021-01-27,"1","2","33.590000000000003","56514","N","33.07","59904","Y","24.31","11278102","2.83","26.22","815063723","28.83","208998218",NA,NA
"Sun Prairie","Sun Prairie (W) rep 1",2021-01-27,"1","3","33.19","73004","N","33.24","53821","Y","24.25","11726549","2.57","25.95","979708100","28.66","235421206",NA,NA
"Sun Prairie","Sun Prairie (W) rep 2",2021-01-27,"2","1","33.28","68897","N","33.869999999999997","35830","Y","20.309999999999999","211776130","2.4300000000000002","25.89","1020622210","29.2","163043247",NA,NA
"Sun Prairie","Sun Prairie (W) rep 2",2021-01-27,"2","2","33.97","44183","N","33.96","34020","Y","20.22","226124141","3.59","25.2","1624677950","28.57","250472635",NA,NA
"Sun Prairie","Sun Prairie (W) rep 2",2021-01-27,"2","3","34.24","37307","Y","34.03","32406","Y","20.3","213693302","3.28","26.48","682106781","28.91","198112800",NA,NA
"Sun Prairie","Sun Prairie (W) rep 3",2021-01-27,"3","1","34.15","39457","Y","34.200000000000003","29082","Y","24.18","12352485","2.5299999999999998","25.66","1192177039","29.11","172986185",NA,NA
"Sun Prairie","Sun Prairie (W) rep 3",2021-01-27,"3","2","33.44","62003","N","33.97","33746","Y","23.94","14750846","2.81","24.97","1895607210","28.3","301709447",NA,NA
"Sun Prairie","Sun Prairie (W) rep 3",2021-01-27,"3","3","32.93","86402","N","34.11","30770","Y","24.21","12140812","2.68","26.4","722161959","28.79","214947827",NA,NA
"Wausau","Wausau (M) rep 1",2021-01-25,"1","1","32.68","100936","N","33.93","34498","Y","24.12","12928020","0.87","26.05","911921174","28.78","217425337",NA,NA
"Wausau","Wausau (M) rep 1",2021-01-25,"1","2","33.15","74780","N","33.770000000000003","38238","Y","24.28","11455051","0.83","26.02","934072363","28.96","191795909",NA,NA
"Wausau","Wausau (M) rep 1",2021-01-25,"1","3","32.15","142419","N","31.29","186455","N","24.03","13843862","0.88","25.58","1252957760","28.94","194163114",NA,NA
"Wausau","Wausau (M) rep 2",2021-01-25,"2","1","32.630000000000003","104863","N","32.49","86943","N","24.04","13686805","0.71","26.05","915047333","28.71","227411478",NA,NA
"Wausau","Wausau (M) rep 2",2021-01-25,"2","2","32.33","126952","N","32.93","65508","Y","24.21","12135213","0.77","26.13","866396784","29.13","170882537",NA,NA
"Wausau","Wausau (M) rep 2",2021-01-25,"2","3","32.020000000000003","154232","N","32.799999999999997","71183","N","24.04","13679235","0.7","25.64","1208060039","29.07","178526535",NA,NA
"Wausau","Wausau (M) rep 3",2021-01-25,"3","1","31.1","279475","N","32.14","108606","N","24","14072177","0.78","25.97","961835704","29.23","159907571",NA,NA
"Wausau","Wausau (M) rep 3",2021-01-25,"3","2","31.17","266609","N","32.79","71460","N","23.97","14390637","0.84","26.22","815950088","28.72","226560597",NA,NA
"Wausau","Wausau (M) rep 3",2021-01-25,"3","3","30.64","376197","N","32.17","106575","N","23.99","14182273","0.92","25.52","1304244273","29.09","175538062",NA,NA
"Wausau","Wausau (T) rep 1",2021-01-26,"1","1","31.25","253090","N","32.79","71530","N","24.3","11287980","1.1599999999999999","25.8","1079005080","28.7","229684572",NA,NA
"Wausau","Wausau (T) rep 1",2021-01-26,"1","2","31.29","247281","N","32.49","86678","N","24.2","12163290","1.41","25.66","1186736275","28.4","280433354",NA,NA
"Wausau","Wausau (T) rep 1",2021-01-26,"1","3","31.36","235997","N","31.96","122215","N","24.21","12072245","1.33","25.3","1521367122","28.87","203765117",NA,NA
"Wausau","Wausau (T) rep 2",2021-01-26,"2","1","32.67","102193","N","34.69","21280","Y","24.24","11835967","0.78","25.63","1216086240","29.54","129051537",NA,NA
"Wausau","Wausau (T) rep 2",2021-01-26,"2","2","33.270000000000003","69347","N","34.590000000000003","22619","Y","24.18","12357312","0.97","25.98","955396941","28.49","263963564",NA,NA
"Wausau","Wausau (T) rep 2",2021-01-26,"2","3","32.1","146794","N","33.369999999999997","49454","Y","24.2","12232809","0.89","25.63","1214199079","29.21","162359371",NA,NA
"Wausau","Wausau (T) rep 3",2021-01-26,"3","1","32.450000000000003","117468","N","33.520000000000003","45068","Y","24.29","11447438","1.02","25.84","1055316725","29.12","172362819",NA,NA
"Wausau","Wausau (T) rep 3",2021-01-26,"3","2","32.299999999999997","129457","N","33.26","53180","Y","24.21","12077457","1.17","25.94","981195205","28.4","280475988",NA,NA
"Wausau","Wausau (T) rep 3",2021-01-26,"3","3","32.58","107931","N","33.01","62059","Y","23.75","16924339","1.04","25.7","1160687368","28.92","197816073",NA,NA
"Wausau","Wausau (W) rep 1",2021-01-27,"1","1","31.02","293483","N","31.52","161068","N","23.63","18516433","0.31","25.83","1060260101","29.03","183497636",NA,NA
"Wausau","Wausau (W) rep 1",2021-01-27,"1","2","31.16","268995","N","31.68","146012","N","23.47","20795642","0.35","25.21","1618275806","29.15","168106061",NA,NA
"Wausau","Wausau (W) rep 1",2021-01-27,"1","3","30.73","354331","N","32.159999999999997","107256","N","23.48","20708361","0.28000000000000003","35.450000000000003","1577918","28.99","187950047",NA,NA
"Wausau","Wausau (W) rep 2",2021-01-27,"2","1","32.58","107636","N","33.79","37849","Y","23.91","15067308","0.19","25.97","961758387","28.98","189640407",NA,NA
"Wausau","Wausau (W) rep 2",2021-01-27,"2","2","33.119999999999997","76523","N","34.65","21846","Y","23.73","17222603","0.23","25.48","1339361162","28.79","215277898",NA,NA
"Wausau","Wausau (W) rep 2",2021-01-27,"2","3","33.14","75414","N","33.630000000000003","41881","Y","23.85","15704457","0.24","26.01","941696961","28.93","196182809",NA,NA
"Wausau","Wausau (W) rep 3",2021-01-27,"3","1","30.82","333127","N","31.76","138731","N","23.84","15849739","0.45","25.68","1171436598","28.98","189583063",NA,NA
"Wausau","Wausau (W) rep 3",2021-01-27,"3","2","30.55","396914","N","31.52","161384","N","23.68","17870045","0.42","25.77","1106385115","29.05","180508187",NA,NA
"Wausau","Wausau (W) rep 3",2021-01-27,"3","3","30.39","440726","N","31.65","148194","N","23.48","20691942","0.56999999999999995","26.04","920389632","29.15","168324523",NA,NA
"Hudson","Hudson rep1",2021-01-28,"1","1","32.18","139229","N","31.91","125853","N","25.32","6445837","3.3","30.53","44064313","29.58","125554328",NA,NA
"Hudson","Hudson rep1",2021-01-28,"1","2","31.67","193242","N","32.340000000000003","95773","N","25.54","5538625","3.55","30.43","47109445","30.09","88830584",NA,NA
"Hudson","Hudson rep1",2021-01-28,"1","3","32.69","100666","N","31.58","155091","N","25.65","5122016","3.22","30.62","41507323","30","94621150",NA,NA
"Hudson","Hudson rep2",2021-01-28,"2","1","32.14","142958","N","31.32","183076","N","25.47","5809681","3.22","30.55","43537193","31.85","26818283",NA,NA
"Hudson","Hudson rep2",2021-01-28,"2","2","31.81","177024","N","31.42","171907","N","25.45","5867435","3.54","30.68","39915228","31.02","47252183",NA,NA
"Hudson","Hudson rep2",2021-01-28,"2","3","31.98","158919","N","31.84","131679","N","25.47","5814098","3.29","30.64","40810397","30.61","62608206",NA,NA
"Hudson","Hudson rep3",2021-01-28,"3","1","30.92","312508","N","30.52","306541","N","25.38","6195079","3.79","30.29","51782150","30.42","71166627",NA,NA
"Hudson","Hudson rep3",2021-01-28,"3","2","31.24","255787","N","31.17","201885","N","25.44","5914489","3.83","30.89","34495443","30.76","56403204",NA,NA
"Hudson","Hudson rep3",2021-01-28,"3","3","31.05","288093","N","30.9","240588","N","25.64","5149608","3.86","30.38","48789508","31.09","44961989",NA,NA
"Hudson","Hudson rep1",2021-01-29,"1","1","30.7","360117","N","29.93","444980","N","25.16","7226521","11.37","29.72","76429938","30.6","62716561",NA,NA
"Hudson","Hudson rep1",2021-01-29,"1","2","30.36","450059","N","30.22","371632","N","24.86","8912422","9.6199999999999992","29.73","75528766","30.93","50072483",NA,NA
"Hudson","Hudson rep1",2021-01-29,"1","3","30.68","366307","N","30.37","336016","N","24.83","9083927","9.43","29.85","69888330","30.87","52373771",NA,NA
"Hudson","Hudson rep2",2021-01-29,"2","1","31.3","245115","N","31.28","188295","N","25.22","6914551","5.75","29.88","68531712","30.82","54177646",NA,NA
"Hudson","Hudson rep2",2021-01-29,"2","2","30.67","368293","N","31.1","210757","N","25.18","7119860","6.79","30.58","42699209","30.21","82014899",NA,NA
"Hudson","Hudson rep2",2021-01-29,"2","3","31.28","248576","N","30.72","268558","N","25.1","7518716","6.91","30.34","50151290","30.68","59356184",NA,NA
"Hudson","Hudson rep3",2021-01-29,"3","1","31.21","259502","N","30.98","228232","N","25.15","7288934","5.0599999999999996","30.49","45180264","31.06","46045396",NA,NA
"Hudson","Hudson rep3",2021-01-29,"3","2","31.7","189914","N","31.89","127163","N","25.26","6719446","5.43","30.99","32386030","30.55","65050547",NA,NA
"Hudson","Hudson rep3",2021-01-29,"3","3","31.33","241158","N","31.45","168818","N","25.43","5968010","5.24","30.65","40537545","30.91","50862774",NA,NA
"Hudson","Hudson rep1",2021-01-30,"1","1","33.549999999999997","57995","N","32.89","67046","N","25.07","7664986","0.59","28.06","234144480","31.05","46224536",NA,NA
"Hudson","Hudson rep1",2021-01-30,"1","2","33.32","67135","N","32.71","75337","N","24.96","8311696","0.63","28.52","171302904","29.97","96716981",NA,NA
"Hudson","Hudson rep1",2021-01-30,"1","3","33.32","67030","N","34.21","28851","Y","25.06","7722649","0.6","28.42","183824382","30.53","66005627",NA,NA
"Hudson","Hudson rep2",2021-01-30,"2","1",NA,NA,"N",NA,NA,"N","25.39","6152155","0.1","32.58","10997252","33.93","6535100","Omitted as outlier for N, HF and CrP also order of magnitude lower",NA
"Hudson","Hudson rep2",2021-01-30,"2","2",NA,NA,"N",NA,NA,"N","25.73","4821590","0.11","33.11","7702825","33.01","12195033","Omitted as outlier for N, HF and CrP also order of magnitude lower",NA
"Hudson","Hudson rep2",2021-01-30,"2","3","36.01",NA,"N",NA,NA,"N","25.79","4640180","0.13","32.06","15627731","33.39","9428032","Omitted as outlier for N, HF and CrP also order of magnitude lower",NA
"Hudson","Hudson rep3",2021-01-30,"3","1","30.92","312412","N","31.01","223837","N","25.05","7783437","4.91","28.68","153933135","31.1","44684455",NA,NA
"Hudson","Hudson rep3",2021-01-30,"3","2","31.03","292035","N","30.69","275093","N","25.03","7917794","5.26","28.68","153885311","30.26","79320870",NA,NA
"Hudson","Hudson rep3",2021-01-30,"3","3","31.57","206873","N","30.68","276294","N","24.79","9339707","5.45","28.92","131292136","29.69","116771974",NA,NA
"Kenosha","Kenosha rep1",2021-01-28,"1","1","31.17","266060","N","30.46","317559","N","24.41","12276629","6.84","26.52","666545102","30.68","59378742",NA,NA
"Kenosha","Kenosha rep1",2021-01-28,"1","2","31.29","246454","N","30.65","281019","N","24.37","12571654","7.5","26.53","661205031","29.91","100200585",NA,NA
"Kenosha","Kenosha rep1",2021-01-28,"1","3","31.04","290133","N","31.1","211014","N","24.52","11359875","8.2899999999999991","26.97","491526874","29.51","131729175",NA,NA
